Status,Beer_Beerid
Retired (no longer brewed),26823
Retired (no longer brewed),57521
Rotating/Seasonal,64322
Retired (no longer brewed),38404
Retired (no longer brewed),38401
Retired (no longer brewed),75060
Retired (no longer brewed),41039
Retired (no longer brewed),35321
Retired (no longer brewed),66936
Retired (no longer brewed),71593
Retired (no longer brewed),53322
Retired (no longer brewed),76374
Retired (no longer brewed),44169
Retired (no longer brewed),35527
Rotating/Seasonal,70734
Retired (no longer brewed),47651
Retired (no longer brewed),11264
Rotating/Seasonal,58785
Retired (no longer brewed),13129
Rotating/Seasonal,64400
Rotating/Seasonal,64399
Retired (no longer brewed),34666
Retired (no longer brewed),66647
Retired (no longer brewed),53726
Retired (no longer brewed),39882
Retired (no longer brewed),26658
Retired (no longer brewed),43512
Retired (no longer brewed),52050
Rotating/Seasonal,51321
Retired (no longer brewed),27512
Retired (no longer brewed),25541
Retired (no longer brewed),27187
Retired (no longer brewed),25267
Retired (no longer brewed),27739
Retired (no longer brewed),25542
Retired (no longer brewed),31565
Retired (no longer brewed),54311
Retired (no longer brewed),62509
Retired (no longer brewed),54314
Retired (no longer brewed),56564
Retired (no longer brewed),57961
Retired (no longer brewed),57962
Retired (no longer brewed),54313
Retired (no longer brewed),54310
Retired (no longer brewed),54315
Retired (no longer brewed),41051
Retired (no longer brewed),56605
Rotating/Seasonal,54676
Year-round,76020
Retired (no longer brewed),19547
Rotating/Seasonal,52406
Retired (no longer brewed),55775
Rotating/Seasonal,67301
Retired (no longer brewed),65810
Retired (no longer brewed),70361
Retired (no longer brewed),75668
Retired (no longer brewed),53472
Year-round,75415
Rotating/Seasonal,67497
Retired (no longer brewed),34978
Retired (no longer brewed),41705
Retired (no longer brewed),34977
Retired (no longer brewed),40889
Retired (no longer brewed),32991
Rotating/Seasonal,57470
Rotating/Seasonal,58784
Rotating/Seasonal,67265
Rotating/Seasonal,51366
Rotating/Seasonal,70737
Retired (no longer brewed),70738
Year-round,75587
Retired (no longer brewed),72040
Year-round,54541
Year-round,62582
Retired (no longer brewed),74298
Retired (no longer brewed),74302
Retired (no longer brewed),68198
Retired (no longer brewed),74300
Retired (no longer brewed),68196
Retired (no longer brewed),65389
Rotating/Seasonal,77132
Year-round,23316
Year-round,22098
Rotating/Seasonal,48946
Retired (no longer brewed),9503
Rotating/Seasonal,67499
Rotating/Seasonal,64404
Year-round,12637
Retired (no longer brewed),12639
Retired (no longer brewed),49964
Retired (no longer brewed),40832
Retired (no longer brewed),71493
Retired (no longer brewed),37385
Retired (no longer brewed),77110
Retired (no longer brewed),52720
Retired (no longer brewed),69526
Retired (no longer brewed),56331
Retired (no longer brewed),74767
Retired (no longer brewed),45203
Retired (no longer brewed),77291
Retired (no longer brewed),36040
Retired (no longer brewed),77048
Retired (no longer brewed),35139
Retired (no longer brewed),52719
Retired (no longer brewed),63941
Retired (no longer brewed),58181
Retired (no longer brewed),54105
Year-round,57000
Rotating/Seasonal,66867
Year-round,11157
Retired (no longer brewed),32248
Retired (no longer brewed),39526
Rotating/Seasonal,12393
Rotating/Seasonal,12391
Retired (no longer brewed),26591
Year-round,11942
Rotating/Seasonal,73743
Year-round,33086
Retired (no longer brewed),12035
Retired (no longer brewed),39537
Retired (no longer brewed),12034
Year-round,57002
Year-round,56999
Rotating/Seasonal,39540
Rotating/Seasonal,12029
Retired (no longer brewed),39539
Retired (no longer brewed),12033
Retired (no longer brewed),39847
Retired (no longer brewed),7752
Retired (no longer brewed),36970
Retired (no longer brewed),70877
Retired (no longer brewed),25972
Retired (no longer brewed),24551
Retired (no longer brewed),72413
Retired (no longer brewed),55385
Retired (no longer brewed),76140
Retired (no longer brewed),39848
Retired (no longer brewed),68640
Retired (no longer brewed),65357
Retired (no longer brewed),67186
Retired (no longer brewed),24960
Rotating/Seasonal,68641
Retired (no longer brewed),39850
Retired (no longer brewed),56807
Retired (no longer brewed),10252
Retired (no longer brewed),69147
Retired (no longer brewed),65356
Retired (no longer brewed),8857
Retired (no longer brewed),14427
Retired (no longer brewed),64696
Retired (no longer brewed),43125
Retired (no longer brewed),37484
Retired (no longer brewed),43126
Retired (no longer brewed),75402
Year-round,74019
Retired (no longer brewed),25559
Year-round,69532
Year-round,69531
Year-round,69530
Retired (no longer brewed),16691
Retired (no longer brewed),76023
Retired (no longer brewed),49854
Retired (no longer brewed),69592
Retired (no longer brewed),57086
Year-round,77090
Year-round,77089
Year-round,70415
Rotating/Seasonal,49453
Year-round,28582
Retired (no longer brewed),19965
Year-round,71744
Retired (no longer brewed),19964
Retired (no longer brewed),16614
Retired (no longer brewed),19937
Retired (no longer brewed),16606
Retired (no longer brewed),21909
Retired (no longer brewed),16609
Retired (no longer brewed),38489
Retired (no longer brewed),37897
Year-round,60991
Year-round,67457
Retired (no longer brewed),71038
Retired (no longer brewed),57361
Retired (no longer brewed),74205
Retired (no longer brewed),74054
Rotating/Seasonal,62803
Rotating/Seasonal,47003
Year-round,44829
Retired (no longer brewed),74327
Retired (no longer brewed),75462
Retired (no longer brewed),75463
Rotating/Seasonal,57379
Year-round,64358
Year-round,73455
Year-round,30263
Rotating/Seasonal,57380
Year-round,54914
Retired (no longer brewed),14034
Rotating/Seasonal,1513
Retired (no longer brewed),15198
Year-round,26408
Retired (no longer brewed),36332
Rotating/Seasonal,47416
Retired (no longer brewed),28818
Year-round,69772
Year-round,70741
Year-round,76322
Year-round,68962
Retired (no longer brewed),7996
Retired (no longer brewed),8014
Year-round,66765
Retired (no longer brewed),24445
Retired (no longer brewed),21504
Year-round,54450
Year-round,61987
Rotating/Seasonal,76812
Year-round,68835
Retired (no longer brewed),64559
Retired (no longer brewed),67898
Retired (no longer brewed),74473
Retired (no longer brewed),64659
Retired (no longer brewed),55776
Retired (no longer brewed),55777
Retired (no longer brewed),53496
Retired (no longer brewed),56854
Retired (no longer brewed),47522
Retired (no longer brewed),48603
Retired (no longer brewed),64044
Retired (no longer brewed),55151
Rotating/Seasonal,48926
Retired (no longer brewed),56853
Retired (no longer brewed),57634
Retired (no longer brewed),54892
Retired (no longer brewed),65044
Rotating/Seasonal,49211
Rotating/Seasonal,34755
Retired (no longer brewed),45236
Retired (no longer brewed),31849
Retired (no longer brewed),77294
Retired (no longer brewed),27196
Retired (no longer brewed),27519
Retired (no longer brewed),26700
Retired (no longer brewed),12646
Rotating/Seasonal,50710
Retired (no longer brewed),23982
Rotating/Seasonal,49569
Rotating/Seasonal,72907
Retired (no longer brewed),14272
Rotating/Seasonal,67596
Rotating/Seasonal,14256
Retired (no longer brewed),14271
Year-round,69571
Retired (no longer brewed),14328
Year-round,69137
Year-round,69572
Retired (no longer brewed),10249
Rotating/Seasonal,74296
Rotating/Seasonal,71793
Retired (no longer brewed),73388
Retired (no longer brewed),12183
Retired (no longer brewed),12182
Rotating/Seasonal,30677
Rotating/Seasonal,30156
Rotating/Seasonal,57975
Rotating/Seasonal,55376
Year-round,19159
Retired (no longer brewed),68461
Rotating/Seasonal,56556
Rotating/Seasonal,19160
Retired (no longer brewed),19156
Rotating/Seasonal,30155
Retired (no longer brewed),18797
Retired (no longer brewed),18798
Retired (no longer brewed),12934
Retired (no longer brewed),12933
Retired (no longer brewed),30765
Retired (no longer brewed),51138
Retired (no longer brewed),10688
Retired (no longer brewed),38442
Retired (no longer brewed),10152
Retired (no longer brewed),28695
Retired (no longer brewed),29811
Retired (no longer brewed),25527
Retired (no longer brewed),25529
Retired (no longer brewed),25528
Retired (no longer brewed),9120
Retired (no longer brewed),9119
Retired (no longer brewed),59211
Year-round,21284
Retired (no longer brewed),5392
Retired (no longer brewed),16193
Retired (no longer brewed),40266
Retired (no longer brewed),41192
Retired (no longer brewed),39993
Retired (no longer brewed),40166
Rotating/Seasonal,46066
Rotating/Seasonal,18058
Rotating/Seasonal,18059
Retired (no longer brewed),73172
Year-round,75713
Rotating/Seasonal,76008
Year-round,62698
Year-round,77267
Rotating/Seasonal,65492
Retired (no longer brewed),19537
Year-round,68356
Year-round,68631
Rotating/Seasonal,70528
Retired (no longer brewed),71195
Rotating/Seasonal,46185
Retired (no longer brewed),48187
Retired (no longer brewed),42860
Year-round,65073
Year-round,65074
Year-round,65072
Rotating/Seasonal,76329
Retired (no longer brewed),74999
Retired (no longer brewed),74996
Retired (no longer brewed),65603
Year-round,75811
Year-round,48500
Year-round,48497
Retired (no longer brewed),11902
Retired (no longer brewed),11903
Retired (no longer brewed),11904
Retired (no longer brewed),11901
Retired (no longer brewed),42306
Retired (no longer brewed),42308
Year-round,70600
Year-round,68910
Year-round,70833
Retired (no longer brewed),58044
Retired (no longer brewed),57279
Retired (no longer brewed),50553
Retired (no longer brewed),72677
Retired (no longer brewed),52827
Retired (no longer brewed),45877
Year-round,23712
Year-round,62639
Year-round,23741
Rotating/Seasonal,58104
Year-round,62747
Retired (no longer brewed),72792
Year-round,67378
Rotating/Seasonal,60369
Rotating/Seasonal,64642
Retired (no longer brewed),70794
Year-round,21665
Retired (no longer brewed),20040
Retired (no longer brewed),25808
Retired (no longer brewed),36780
Retired (no longer brewed),61777
Retired (no longer brewed),61126
Retired (no longer brewed),73158
Retired (no longer brewed),62869
Retired (no longer brewed),73155
Retired (no longer brewed),60019
Retired (no longer brewed),71404
Retired (no longer brewed),71406
Retired (no longer brewed),61107
Retired (no longer brewed),61776
Retired (no longer brewed),55805
Retired (no longer brewed),52004
Retired (no longer brewed),55686
Retired (no longer brewed),68687
Retired (no longer brewed),68689
Retired (no longer brewed),68690
Retired (no longer brewed),68688
Retired (no longer brewed),12689
Retired (no longer brewed),13581
Year-round,28566
Year-round,19351
Retired (no longer brewed),10239
Retired (no longer brewed),13582
Rotating/Seasonal,62488
Rotating/Seasonal,60253
Rotating/Seasonal,59715
Rotating/Seasonal,60433
Rotating/Seasonal,59762
Rotating/Seasonal,68142
Rotating/Seasonal,48266
Rotating/Seasonal,75977
Rotating/Seasonal,57462
Rotating/Seasonal,46657
Year-round,67918
Year-round,47087
Year-round,46816
Year-round,68903
Year-round,69114
Rotating/Seasonal,71508
Year-round,76940
Retired (no longer brewed),28928
Retired (no longer brewed),5920
Rotating/Seasonal,5918
Rotating/Seasonal,53915
Rotating/Seasonal,50864
Retired (no longer brewed),23557
Year-round,22044
Year-round,49142
Year-round,74082
Year-round,20259
Year-round,49349
Retired (no longer brewed),49630
Retired (no longer brewed),12610
Retired (no longer brewed),41261
Retired (no longer brewed),51525
Year-round,73150
Retired (no longer brewed),11188
Retired (no longer brewed),11183
Retired (no longer brewed),15046
Retired (no longer brewed),11187
Retired (no longer brewed),11184
Retired (no longer brewed),71826
Year-round,12129
Year-round,49900
Year-round,77057
Retired (no longer brewed),14723
Retired (no longer brewed),12131
Retired (no longer brewed),14724
Retired (no longer brewed),12130
Rotating/Seasonal,74127
Rotating/Seasonal,74128
Rotating/Seasonal,74126
Retired (no longer brewed),21686
Year-round,18481
Year-round,61912
Year-round,63082
Retired (no longer brewed),44243
Retired (no longer brewed),54045
Retired (no longer brewed),43819
Retired (no longer brewed),56249
Retired (no longer brewed),40604
Rotating/Seasonal,72547
Retired (no longer brewed),40688
Retired (no longer brewed),59047
Retired (no longer brewed),61191
Retired (no longer brewed),59042
Retired (no longer brewed),59045
Rotating/Seasonal,76151
Retired (no longer brewed),9472
Retired (no longer brewed),13797
Retired (no longer brewed),12831
Retired (no longer brewed),33942
Retired (no longer brewed),71347
Year-round,36386
Year-round,35512
Year-round,74514
Rotating/Seasonal,66205
Rotating/Seasonal,74817
Retired (no longer brewed),75274
Retired (no longer brewed),40664
Retired (no longer brewed),41841
Year-round,59298
Year-round,58951
Year-round,58287
Year-round,61837
Retired (no longer brewed),34459
Retired (no longer brewed),8228
Year-round,59032
Retired (no longer brewed),25479
Rotating/Seasonal,56456
Rotating/Seasonal,63592
Rotating/Seasonal,73996
Rotating/Seasonal,71598
Rotating/Seasonal,26015
Retired (no longer brewed),66464
Year-round,70625
Retired (no longer brewed),23159
Retired (no longer brewed),33229
Retired (no longer brewed),34005
Retired (no longer brewed),59085
Year-round,33450
Year-round,73859
Year-round,66697
Retired (no longer brewed),20799
Retired (no longer brewed),27818
Year-round,56934
Year-round,74696
Retired (no longer brewed),36743
Retired (no longer brewed),41598
Retired (no longer brewed),39910
Year-round,72332
Year-round,72331
Retired (no longer brewed),18444
Retired (no longer brewed),26065
Retired (no longer brewed),5746
Retired (no longer brewed),16561
Year-round,70329
Retired (no longer brewed),42617
Retired (no longer brewed),71792
Retired (no longer brewed),42618
Retired (no longer brewed),56180
Retired (no longer brewed),42619
Retired (no longer brewed),53856
Retired (no longer brewed),53855
Retired (no longer brewed),53854
Year-round,71444
Year-round,73042
Year-round,60115
Year-round,56942
Retired (no longer brewed),19305
Retired (no longer brewed),43913
Year-round,47141
Retired (no longer brewed),29196
Rotating/Seasonal,74950
Rotating/Seasonal,76354
Rotating/Seasonal,67843
Rotating/Seasonal,55336
Year-round,60156
Year-round,60155
Retired (no longer brewed),27633
Retired (no longer brewed),27680
Retired (no longer brewed),27632
Year-round,65245
Retired (no longer brewed),13828
Retired (no longer brewed),12795
Retired (no longer brewed),11862
Retired (no longer brewed),21544
Retired (no longer brewed),66836
Retired (no longer brewed),66832
Retired (no longer brewed),66831
Year-round,66108
Retired (no longer brewed),18871
Retired (no longer brewed),38306
Retired (no longer brewed),18874
Retired (no longer brewed),75504
Rotating/Seasonal,74646
Retired (no longer brewed),66060
Rotating/Seasonal,38720
Retired (no longer brewed),38717
Retired (no longer brewed),48189
Retired (no longer brewed),4932
Retired (no longer brewed),52230
Retired (no longer brewed),37322
Retired (no longer brewed),47728
Retired (no longer brewed),47502
Retired (no longer brewed),20451
Retired (no longer brewed),45481
Retired (no longer brewed),43712
Retired (no longer brewed),47441
Retired (no longer brewed),34350
Retired (no longer brewed),49910
Retired (no longer brewed),63261
Year-round,53749
Rotating/Seasonal,43394
Retired (no longer brewed),9036
Retired (no longer brewed),9039
Retired (no longer brewed),25761
Retired (no longer brewed),30164
Rotating/Seasonal,50850
Retired (no longer brewed),50851
Rotating/Seasonal,70990
Rotating/Seasonal,66906
Retired (no longer brewed),45155
Retired (no longer brewed),44197
Rotating/Seasonal,72540
Retired (no longer brewed),73775
Retired (no longer brewed),24542
Retired (no longer brewed),37289
Year-round,57249
Retired (no longer brewed),31662
Retired (no longer brewed),53871
Rotating/Seasonal,69527
Year-round,57248
Rotating/Seasonal,59206
Rotating/Seasonal,61349
Rotating/Seasonal,70564
Year-round,66756
Rotating/Seasonal,68194
Rotating/Seasonal,61061
Retired (no longer brewed),69020
Retired (no longer brewed),64320
Retired (no longer brewed),35948
Year-round,51775
Year-round,37604
Year-round,57510
Year-round,73088
Year-round,63004
Year-round,63014
Year-round,63003
Year-round,72358
Retired (no longer brewed),41968
Retired (no longer brewed),41967
Retired (no longer brewed),41966
Year-round,65957
Year-round,76382
Year-round,73469
Year-round,73497
Retired (no longer brewed),32409
Retired (no longer brewed),12482
Retired (no longer brewed),40230
Year-round,24113
Retired (no longer brewed),12043
Retired (no longer brewed),24002
Year-round,37855
Rotating/Seasonal,18561
Year-round,18562
Year-round,18558
Year-round,18559
Year-round,56086
Year-round,56085
Year-round,56089
Year-round,56090
Year-round,56084
Rotating/Seasonal,56010
Year-round,56026
Year-round,56087
Retired (no longer brewed),65259
Retired (no longer brewed),68567
Retired (no longer brewed),68568
Retired (no longer brewed),64691
Retired (no longer brewed),42547
Retired (no longer brewed),70114
Rotating/Seasonal,68342
Rotating/Seasonal,64758
Rotating/Seasonal,56335
Year-round,66628
Rotating/Seasonal,71691
Year-round,40802
Year-round,58510
Retired (no longer brewed),39905
Year-round,50825
Retired (no longer brewed),63449
Retired (no longer brewed),21701
Retired (no longer brewed),18023
Retired (no longer brewed),52550
Retired (no longer brewed),57638
Retired (no longer brewed),22397
Rotating/Seasonal,65841
Retired (no longer brewed),70073
Retired (no longer brewed),70070
Retired (no longer brewed),71434
Rotating/Seasonal,76528
Rotating/Seasonal,45079
Rotating/Seasonal,73105
Retired (no longer brewed),47043
Retired (no longer brewed),18331
Retired (no longer brewed),27178
Retired (no longer brewed),76875
Retired (no longer brewed),31610
Retired (no longer brewed),21188
Retired (no longer brewed),62415
Retired (no longer brewed),22556
Retired (no longer brewed),16093
Retired (no longer brewed),18755
Retired (no longer brewed),28389
Retired (no longer brewed),16387
Rotating/Seasonal,75371
Retired (no longer brewed),71431
Retired (no longer brewed),54918
Retired (no longer brewed),20481
Retired (no longer brewed),19942
Rotating/Seasonal,53934
Retired (no longer brewed),63233
Retired (no longer brewed),70868
Retired (no longer brewed),36734
Retired (no longer brewed),70807
Retired (no longer brewed),63235
Retired (no longer brewed),70804
Retired (no longer brewed),45231
Retired (no longer brewed),12886
Retired (no longer brewed),73867
Retired (no longer brewed),54784
Retired (no longer brewed),70806
Retired (no longer brewed),75740
Retired (no longer brewed),63231
Retired (no longer brewed),63229
Retired (no longer brewed),70808
Retired (no longer brewed),73803
Retired (no longer brewed),70803
Retired (no longer brewed),73866
Retired (no longer brewed),70867
Retired (no longer brewed),12885
Retired (no longer brewed),70222
Retired (no longer brewed),70805
Retired (no longer brewed),41104
Retired (no longer brewed),24930
Retired (no longer brewed),63232
Retired (no longer brewed),37982
Retired (no longer brewed),63230
Rotating/Seasonal,55949
Retired (no longer brewed),24929
Retired (no longer brewed),66791
Rotating/Seasonal,75754
Rotating/Seasonal,76239
Retired (no longer brewed),73970
Retired (no longer brewed),64808
Rotating/Seasonal,66560
Retired (no longer brewed),69670
Year-round,75300
Year-round,75302
Year-round,75303
Year-round,75301
Rotating/Seasonal,75299
Rotating/Seasonal,65385
Rotating/Seasonal,55984
Rotating/Seasonal,42169
Retired (no longer brewed),52266
Year-round,75793
Year-round,48320
Retired (no longer brewed),41592
Rotating/Seasonal,43849
Rotating/Seasonal,46489
Rotating/Seasonal,70799
Rotating/Seasonal,69512
Year-round,42900
Rotating/Seasonal,45444
Year-round,57952
Rotating/Seasonal,41073
Retired (no longer brewed),70801
Rotating/Seasonal,52267
Rotating/Seasonal,42889
Rotating/Seasonal,64947
Retired (no longer brewed),21636
Retired (no longer brewed),43449
Retired (no longer brewed),27129
Year-round,59031
Retired (no longer brewed),50770
Retired (no longer brewed),56709
Year-round,22117
Retired (no longer brewed),75981
Retired (no longer brewed),32885
Retired (no longer brewed),40184
Retired (no longer brewed),54524
Retired (no longer brewed),17037
Retired (no longer brewed),16993
Retired (no longer brewed),16694
Retired (no longer brewed),16782
Retired (no longer brewed),13815
Year-round,9649
Year-round,4112
Rotating/Seasonal,9651
Year-round,9643
Retired (no longer brewed),9646
Retired (no longer brewed),9650
Retired (no longer brewed),55831
Retired (no longer brewed),57247
Retired (no longer brewed),72242
Retired (no longer brewed),8360
Retired (no longer brewed),8358
Retired (no longer brewed),28094
Retired (no longer brewed),50606
Retired (no longer brewed),45358
Retired (no longer brewed),8764
Retired (no longer brewed),64619
Retired (no longer brewed),32009
Retired (no longer brewed),25369
Retired (no longer brewed),9823
Retired (no longer brewed),61518
Retired (no longer brewed),51976
Retired (no longer brewed),61504
Retired (no longer brewed),39794
Retired (no longer brewed),40261
Retired (no longer brewed),55840
Retired (no longer brewed),72065
Retired (no longer brewed),72795
Retired (no longer brewed),70975
Retired (no longer brewed),70978
Retired (no longer brewed),72066
Retired (no longer brewed),70974
Retired (no longer brewed),70976
Retired (no longer brewed),69282
Retired (no longer brewed),55924
Retired (no longer brewed),55928
Year-round,69286
Year-round,65334
Retired (no longer brewed),12605
