Status,Beer_Beerid
Retired (no longer brewed),37003
Retired (no longer brewed),37769
Retired (no longer brewed),76176
Retired (no longer brewed),36818
Retired (no longer brewed),37002
Year-round,49906
Rotating/Seasonal,41856
Retired (no longer brewed),46272
Year-round,70044
Retired (no longer brewed),47613
Year-round,50414
Retired (no longer brewed),49111
Rotating/Seasonal,53792
Rotating/Seasonal,50057
Retired (no longer brewed),70381
Rotating/Seasonal,62655
Year-round,50058
Retired (no longer brewed),27035
Year-round,48997
Year-round,52145
Retired (no longer brewed),14884
Retired (no longer brewed),13528
Retired (no longer brewed),13530
Year-round,69815
Retired (no longer brewed),28825
Year-round,49512
Year-round,49447
Year-round,74920
Year-round,45134
Retired (no longer brewed),64280
Rotating/Seasonal,52089
Rotating/Seasonal,49304
Rotating/Seasonal,73598
Rotating/Seasonal,47901
Rotating/Seasonal,61346
Rotating/Seasonal,64167
Rotating/Seasonal,54798
Retired (no longer brewed),61320
Retired (no longer brewed),43405
Retired (no longer brewed),43406
Retired (no longer brewed),54070
Retired (no longer brewed),47417
Year-round,71684
Year-round,73400
Retired (no longer brewed),37051
Retired (no longer brewed),39789
Retired (no longer brewed),41905
Year-round,36831
Year-round,65217
Year-round,29571
Year-round,29569
Year-round,39089
Year-round,56105
Year-round,56011
Rotating/Seasonal,53024
Retired (no longer brewed),71915
Retired (no longer brewed),74715
Retired (no longer brewed),76049
Retired (no longer brewed),55293
Retired (no longer brewed),34427
Retired (no longer brewed),74139
Retired (no longer brewed),57619
Retired (no longer brewed),50560
Retired (no longer brewed),48618
Retired (no longer brewed),74140
Retired (no longer brewed),32095
Retired (no longer brewed),40412
Year-round,69497
Year-round,71246
Retired (no longer brewed),64548
Retired (no longer brewed),73153
Retired (no longer brewed),54600
Retired (no longer brewed),54597
Retired (no longer brewed),54603
Retired (no longer brewed),73152
Retired (no longer brewed),64547
Retired (no longer brewed),54602
Year-round,24188
Retired (no longer brewed),27492
Year-round,71914
Year-round,62693
Year-round,73006
Retired (no longer brewed),69155
Retired (no longer brewed),71934
Retired (no longer brewed),70498
Retired (no longer brewed),46826
Retired (no longer brewed),56241
Retired (no longer brewed),56614
Retired (no longer brewed),73699
Year-round,62170
Retired (no longer brewed),42701
Retired (no longer brewed),45223
Retired (no longer brewed),52838
Retired (no longer brewed),64614
Retired (no longer brewed),60176
Retired (no longer brewed),41834
Retired (no longer brewed),39237
Year-round,69809
Retired (no longer brewed),60083
Retired (no longer brewed),30709
Rotating/Seasonal,75918
Rotating/Seasonal,68615
Rotating/Seasonal,69122
Rotating/Seasonal,69123
Rotating/Seasonal,69124
Retired (no longer brewed),40842
Retired (no longer brewed),34591
Retired (no longer brewed),13012
Retired (no longer brewed),24224
Year-round,58447
Year-round,71098
Retired (no longer brewed),58625
Retired (no longer brewed),54071
Retired (no longer brewed),70326
Year-round,75073
Retired (no longer brewed),29079
Retired (no longer brewed),31536
Retired (no longer brewed),29082
Retired (no longer brewed),30581
Retired (no longer brewed),31538
Retired (no longer brewed),31544
Retired (no longer brewed),29233
Retired (no longer brewed),31539
Retired (no longer brewed),31540
Year-round,44322
Retired (no longer brewed),35338
Rotating/Seasonal,37047
Retired (no longer brewed),47411
Retired (no longer brewed),51421
Retired (no longer brewed),70325
Retired (no longer brewed),70320
Retired (no longer brewed),70608
Retired (no longer brewed),70419
Retired (no longer brewed),63784
Retired (no longer brewed),73499
Rotating/Seasonal,70624
Retired (no longer brewed),70399
Retired (no longer brewed),64377
Retired (no longer brewed),70322
Retired (no longer brewed),63783
Retired (no longer brewed),70324
Year-round,75074
Retired (no longer brewed),68939
Year-round,75077
Year-round,75075
Rotating/Seasonal,60187
Retired (no longer brewed),52162
Year-round,47363
Retired (no longer brewed),40547
Retired (no longer brewed),39756
Retired (no longer brewed),24478
Rotating/Seasonal,53512
Year-round,75560
Year-round,57622
Year-round,37622
Retired (no longer brewed),37554
Retired (no longer brewed),75078
Retired (no longer brewed),37133
Year-round,63691
Year-round,71409
Rotating/Seasonal,59948
Retired (no longer brewed),21399
Retired (no longer brewed),66096
Retired (no longer brewed),49605
Retired (no longer brewed),42389
Retired (no longer brewed),42387
Retired (no longer brewed),42388
Year-round,68854
Year-round,60847
Year-round,72356
Year-round,71779
Retired (no longer brewed),36564
Retired (no longer brewed),28464
Year-round,64243
Year-round,60133
Year-round,68804
Retired (no longer brewed),28473
Year-round,50314
Year-round,50393
Retired (no longer brewed),38245
Retired (no longer brewed),38248
Retired (no longer brewed),67387
Retired (no longer brewed),4869
Year-round,69884
Retired (no longer brewed),23805
Retired (no longer brewed),23594
Retired (no longer brewed),23657
Retired (no longer brewed),23641
Year-round,54022
Retired (no longer brewed),42714
Retired (no longer brewed),42718
Retired (no longer brewed),33136
Retired (no longer brewed),36626
Retired (no longer brewed),23901
Retired (no longer brewed),2799
Rotating/Seasonal,71293
Retired (no longer brewed),74008
Retired (no longer brewed),21837
Retired (no longer brewed),29396
Retired (no longer brewed),8165
Retired (no longer brewed),8863
Rotating/Seasonal,36775
Retired (no longer brewed),31766
Retired (no longer brewed),57549
Retired (no longer brewed),65080
Rotating/Seasonal,47082
Retired (no longer brewed),22669
Retired (no longer brewed),4529
Retired (no longer brewed),8382
Retired (no longer brewed),24432
Retired (no longer brewed),21750
Rotating/Seasonal,66215
Retired (no longer brewed),45030
Retired (no longer brewed),34380
Retired (no longer brewed),21847
Rotating/Seasonal,59968
Retired (no longer brewed),26491
Retired (no longer brewed),21664
Retired (no longer brewed),26769
Retired (no longer brewed),21738
Retired (no longer brewed),21745
Rotating/Seasonal,55387
Retired (no longer brewed),26503
Rotating/Seasonal,57218
Retired (no longer brewed),34281
Rotating/Seasonal,60442
Retired (no longer brewed),34282
Retired (no longer brewed),21787
Retired (no longer brewed),34280
Retired (no longer brewed),26806
Year-round,58265
Year-round,52147
Year-round,73808
Rotating/Seasonal,59156
Year-round,73809
Rotating/Seasonal,67450
Retired (no longer brewed),41741
Retired (no longer brewed),28821
Rotating/Seasonal,67451
Retired (no longer brewed),14779
Retired (no longer brewed),67467
Retired (no longer brewed),41742
Retired (no longer brewed),28651
Rotating/Seasonal,76834
Retired (no longer brewed),70398
Retired (no longer brewed),40640
Retired (no longer brewed),70190
Retired (no longer brewed),73101
Retired (no longer brewed),51050
Retired (no longer brewed),72250
Retired (no longer brewed),49998
Retired (no longer brewed),49999
Retired (no longer brewed),31736
Year-round,71537
Rotating/Seasonal,71536
Year-round,71539
Retired (no longer brewed),39932
Year-round,46375
Year-round,47483
Retired (no longer brewed),39934
Year-round,77313
Year-round,25483
Retired (no longer brewed),33224
Retired (no longer brewed),15812
Retired (no longer brewed),17476
Retired (no longer brewed),31463
Retired (no longer brewed),31535
Rotating/Seasonal,65827
Retired (no longer brewed),21141
Rotating/Seasonal,23157
Retired (no longer brewed),36598
Retired (no longer brewed),23368
Retired (no longer brewed),21952
Rotating/Seasonal,64218
Retired (no longer brewed),21066
Rotating/Seasonal,65826
Retired (no longer brewed),21655
Retired (no longer brewed),34260
Retired (no longer brewed),13995
Retired (no longer brewed),31462
Retired (no longer brewed),31534
Retired (no longer brewed),31533
Retired (no longer brewed),15576
Retired (no longer brewed),31465
Year-round,54062
Year-round,61600
Year-round,20995
Year-round,20994
Rotating/Seasonal,55213
Rotating/Seasonal,56581
Retired (no longer brewed),25579
Rotating/Seasonal,76903
Retired (no longer brewed),58289
Retired (no longer brewed),58338
Retired (no longer brewed),26396
Year-round,72283
Year-round,73230
Retired (no longer brewed),51173
Retired (no longer brewed),67668
Retired (no longer brewed),73804
Retired (no longer brewed),73802
Retired (no longer brewed),74494
Retired (no longer brewed),52967
Retired (no longer brewed),68455
Retired (no longer brewed),55161
Retired (no longer brewed),50035
Retired (no longer brewed),69641
Retired (no longer brewed),70545
Retired (no longer brewed),61515
Retired (no longer brewed),72924
Retired (no longer brewed),74268
Retired (no longer brewed),54839
Retired (no longer brewed),55162
Retired (no longer brewed),76097
Retired (no longer brewed),74762
Retired (no longer brewed),53325
Retired (no longer brewed),71843
Retired (no longer brewed),74498
Retired (no longer brewed),52878
Retired (no longer brewed),23160
Retired (no longer brewed),66401
Retired (no longer brewed),71615
Rotating/Seasonal,73712
Rotating/Seasonal,65362
Year-round,75779
Retired (no longer brewed),42073
Year-round,62563
Rotating/Seasonal,75986
Retired (no longer brewed),68959
Retired (no longer brewed),70866
Retired (no longer brewed),73902
Retired (no longer brewed),67943
Retired (no longer brewed),73113
Retired (no longer brewed),71328
Retired (no longer brewed),31765
Year-round,68404
Year-round,65759
Year-round,63615
Rotating/Seasonal,70841
Year-round,65641
Retired (no longer brewed),72722
Retired (no longer brewed),50234
Retired (no longer brewed),50664
Rotating/Seasonal,64125
Rotating/Seasonal,56722
Rotating/Seasonal,53244
Rotating/Seasonal,57842
Year-round,46979
Year-round,75095
Year-round,61411
Retired (no longer brewed),19612
Year-round,77166
Year-round,29226
Year-round,60868
Rotating/Seasonal,55512
Year-round,38507
Year-round,19341
Retired (no longer brewed),27380
Year-round,19342
Retired (no longer brewed),17050
Rotating/Seasonal,57731
Rotating/Seasonal,70115
Retired (no longer brewed),24845
Year-round,76893
Retired (no longer brewed),10427
Rotating/Seasonal,56816
Retired (no longer brewed),23456
Rotating/Seasonal,70531
Rotating/Seasonal,58366
Retired (no longer brewed),2225
Retired (no longer brewed),44018
Retired (no longer brewed),25494
Rotating/Seasonal,68090
Retired (no longer brewed),8966
Rotating/Seasonal,64804
Retired (no longer brewed),38592
Retired (no longer brewed),11446
Rotating/Seasonal,47198
Rotating/Seasonal,69079
Retired (no longer brewed),10623
Retired (no longer brewed),61680
Rotating/Seasonal,47199
Retired (no longer brewed),21152
Rotating/Seasonal,69802
Retired (no longer brewed),6835
Retired (no longer brewed),43521
Retired (no longer brewed),34696
Year-round,35326
Year-round,34273
Rotating/Seasonal,34612
Rotating/Seasonal,64858
Year-round,71845
Year-round,73168
Retired (no longer brewed),19881
Year-round,77135
Year-round,55634
Retired (no longer brewed),19083
Retired (no longer brewed),41933
Retired (no longer brewed),35677
Retired (no longer brewed),35676
Retired (no longer brewed),35675
Retired (no longer brewed),27994
Retired (no longer brewed),21886
Retired (no longer brewed),37497
Retired (no longer brewed),18688
Retired (no longer brewed),18690
Retired (no longer brewed),28528
Retired (no longer brewed),18692
Retired (no longer brewed),33668
Rotating/Seasonal,75400
Retired (no longer brewed),22631
Year-round,75855
Retired (no longer brewed),73737
Rotating/Seasonal,66491
Retired (no longer brewed),74583
Retired (no longer brewed),74572
Rotating/Seasonal,76055
Rotating/Seasonal,73738
Retired (no longer brewed),69829
Retired (no longer brewed),50204
Rotating/Seasonal,50388
Retired (no longer brewed),28571
Retired (no longer brewed),28574
Retired (no longer brewed),28570
Retired (no longer brewed),57069
Year-round,48773
Year-round,57438
Year-round,38346
Retired (no longer brewed),23499
Retired (no longer brewed),42698
Retired (no longer brewed),22562
Rotating/Seasonal,65840
Year-round,65664
Retired (no longer brewed),44205
Retired (no longer brewed),30431
Rotating/Seasonal,76504
Retired (no longer brewed),28185
Year-round,73980
Retired (no longer brewed),40017
Retired (no longer brewed),12650
Retired (no longer brewed),75627
Year-round,74009
Retired (no longer brewed),38541
Retired (no longer brewed),75626
Rotating/Seasonal,49681
Retired (no longer brewed),30650
Retired (no longer brewed),12649
Rotating/Seasonal,40204
Retired (no longer brewed),36349
Year-round,52214
Rotating/Seasonal,76865
Rotating/Seasonal,64006
Retired (no longer brewed),24125
Year-round,52673
Rotating/Seasonal,58061
Retired (no longer brewed),44868
Retired (no longer brewed),54240
Rotating/Seasonal,52515
Rotating/Seasonal,49760
Rotating/Seasonal,55167
Retired (no longer brewed),20568
Retired (no longer brewed),42655
Year-round,60167
Retired (no longer brewed),54680
Rotating/Seasonal,47765
Retired (no longer brewed),74803
Retired (no longer brewed),52946
Retired (no longer brewed),49301
Retired (no longer brewed),60119
Retired (no longer brewed),54529
Retired (no longer brewed),53415
Retired (no longer brewed),22394
Retired (no longer brewed),22442
Retired (no longer brewed),22402
Retired (no longer brewed),69200
Retired (no longer brewed),69591
Retired (no longer brewed),67476
Retired (no longer brewed),61089
Retired (no longer brewed),73840
Retired (no longer brewed),72133
Retired (no longer brewed),74035
Retired (no longer brewed),60977
Retired (no longer brewed),27179
Rotating/Seasonal,60978
Retired (no longer brewed),66103
Rotating/Seasonal,74085
Retired (no longer brewed),72754
Rotating/Seasonal,72289
Retired (no longer brewed),73310
Retired (no longer brewed),69788
Rotating/Seasonal,76025
Year-round,69796
Retired (no longer brewed),65164
Year-round,67557
Retired (no longer brewed),55606
Retired (no longer brewed),74855
Retired (no longer brewed),65825
Retired (no longer brewed),58336
Retired (no longer brewed),66266
Rotating/Seasonal,60790
Rotating/Seasonal,62938
Rotating/Seasonal,65043
Retired (no longer brewed),68195
Retired (no longer brewed),70096
Retired (no longer brewed),57254
Rotating/Seasonal,47786
Retired (no longer brewed),56824
Retired (no longer brewed),31972
Retired (no longer brewed),56825
Retired (no longer brewed),56823
Year-round,70689
Year-round,74700
Year-round,76352
Year-round,70569
Retired (no longer brewed),69054
Retired (no longer brewed),2215
Retired (no longer brewed),4783
Rotating/Seasonal,66974
Rotating/Seasonal,50139
Retired (no longer brewed),25108
Rotating/Seasonal,76334
Retired (no longer brewed),3139
Retired (no longer brewed),69058
Rotating/Seasonal,56072
Retired (no longer brewed),64754
Retired (no longer brewed),72135
Retired (no longer brewed),74866
Retired (no longer brewed),14635
Retired (no longer brewed),20747
Rotating/Seasonal,72548
Rotating/Seasonal,55574
Rotating/Seasonal,57430
Retired (no longer brewed),75824
Retired (no longer brewed),50529
Year-round,76930
Retired (no longer brewed),45019
Retired (no longer brewed),74577
Retired (no longer brewed),66785
Retired (no longer brewed),31461
Retired (no longer brewed),31457
Retired (no longer brewed),31460
Retired (no longer brewed),28720
Retired (no longer brewed),67369
Retired (no longer brewed),67368
Retired (no longer brewed),70595
Retired (no longer brewed),74560
Retired (no longer brewed),66502
Retired (no longer brewed),69680
Retired (no longer brewed),70412
Retired (no longer brewed),72787
Retired (no longer brewed),73714
Retired (no longer brewed),67366
Retired (no longer brewed),71130
Retired (no longer brewed),63054
Retired (no longer brewed),74576
Retired (no longer brewed),74115
Retired (no longer brewed),19720
Year-round,70775
Year-round,70774
Year-round,70776
Retired (no longer brewed),40799
Retired (no longer brewed),21230
Retired (no longer brewed),21262
Retired (no longer brewed),21263
Retired (no longer brewed),21254
Retired (no longer brewed),73385
Retired (no longer brewed),75959
Year-round,65542
Year-round,24116
Rotating/Seasonal,70244
Retired (no longer brewed),32289
Retired (no longer brewed),67672
Rotating/Seasonal,51334
Year-round,17545
Year-round,70241
Retired (no longer brewed),38936
Year-round,10716
Retired (no longer brewed),32290
Retired (no longer brewed),31257
Retired (no longer brewed),31154
Year-round,29213
Rotating/Seasonal,21005
Retired (no longer brewed),23855
Retired (no longer brewed),42495
Retired (no longer brewed),28625
Retired (no longer brewed),67688
Retired (no longer brewed),19975
Retired (no longer brewed),66140
Retired (no longer brewed),13422
Retired (no longer brewed),31023
Rotating/Seasonal,45156
Rotating/Seasonal,49055
Rotating/Seasonal,63852
Rotating/Seasonal,66633
Rotating/Seasonal,47644
Rotating/Seasonal,72419
Year-round,59646
Year-round,59647
Retired (no longer brewed),24243
Year-round,59645
Retired (no longer brewed),21518
Retired (no longer brewed),42992
Year-round,73415
Year-round,53920
Year-round,73932
Year-round,70999
Rotating/Seasonal,76937
Year-round,69886
Rotating/Seasonal,76908
Retired (no longer brewed),16865
Retired (no longer brewed),16868
Year-round,16867
Retired (no longer brewed),18675
Retired (no longer brewed),16866
Rotating/Seasonal,33228
Retired (no longer brewed),33214
Retired (no longer brewed),31188
Rotating/Seasonal,48216
Year-round,48300
Year-round,75111
Year-round,35335
Retired (no longer brewed),30331
Retired (no longer brewed),11510
Retired (no longer brewed),28573
Retired (no longer brewed),15906
Retired (no longer brewed),12643
Retired (no longer brewed),71600
Retired (no longer brewed),77072
Retired (no longer brewed),60935
Retired (no longer brewed),21184
Retired (no longer brewed),21453
Retired (no longer brewed),37438
Retired (no longer brewed),59737
Retired (no longer brewed),74351
Retired (no longer brewed),74350
Rotating/Seasonal,66463
Retired (no longer brewed),74353
Retired (no longer brewed),4328
Retired (no longer brewed),74343
Retired (no longer brewed),34756
Retired (no longer brewed),60509
Retired (no longer brewed),66854
Retired (no longer brewed),69355
Retired (no longer brewed),38924
Retired (no longer brewed),70767
Retired (no longer brewed),76971
Retired (no longer brewed),52721
Retired (no longer brewed),76989
Retired (no longer brewed),52658
Retired (no longer brewed),56945
Retired (no longer brewed),54343
Rotating/Seasonal,71348
Retired (no longer brewed),76491
Retired (no longer brewed),47993
Retired (no longer brewed),44304
Retired (no longer brewed),44307
Rotating/Seasonal,44305
Retired (no longer brewed),44306
Rotating/Seasonal,44198
Rotating/Seasonal,44196
Retired (no longer brewed),39646
Retired (no longer brewed),58620
Retired (no longer brewed),39670
Retired (no longer brewed),31359
Year-round,57602
Retired (no longer brewed),73538
Retired (no longer brewed),39278
Retired (no longer brewed),67816
Retired (no longer brewed),71834
Retired (no longer brewed),66431
Retired (no longer brewed),12854
Retired (no longer brewed),16898
Retired (no longer brewed),16836
Retired (no longer brewed),16862
Retired (no longer brewed),16926
Retired (no longer brewed),16826
Retired (no longer brewed),16925
Rotating/Seasonal,58491
Retired (no longer brewed),35730
Retired (no longer brewed),53914
Retired (no longer brewed),38144
Retired (no longer brewed),39496
Retired (no longer brewed),19200
Retired (no longer brewed),37025
Rotating/Seasonal,74076
Year-round,51449
Retired (no longer brewed),12296
Retired (no longer brewed),41187
Rotating/Seasonal,63589
Rotating/Seasonal,58173
Rotating/Seasonal,46879
Retired (no longer brewed),41186
Year-round,41188
Retired (no longer brewed),44818
Rotating/Seasonal,48733
Rotating/Seasonal,50561
Rotating/Seasonal,77244
Retired (no longer brewed),40130
Retired (no longer brewed),40132
Rotating/Seasonal,39079
Retired (no longer brewed),35081
Retired (no longer brewed),69083
Retired (no longer brewed),62808
Retired (no longer brewed),72544
Retired (no longer brewed),49212
Retired (no longer brewed),72545
Retired (no longer brewed),67670
Retired (no longer brewed),53095
Retired (no longer brewed),54423
Retired (no longer brewed),57180
Retired (no longer brewed),72543
Retired (no longer brewed),10620
Retired (no longer brewed),10624
Rotating/Seasonal,71499
Retired (no longer brewed),59021
Retired (no longer brewed),57532
Year-round,30577
Rotating/Seasonal,55462
Retired (no longer brewed),76630
Retired (no longer brewed),69595
Retired (no longer brewed),36549
Year-round,74022
Year-round,45162
Retired (no longer brewed),38564
Retired (no longer brewed),38565
Retired (no longer brewed),38563
Retired (no longer brewed),23448
Year-round,67221
Year-round,64810
Year-round,64805
Retired (no longer brewed),22302
Retired (no longer brewed),22854
Year-round,59473
Retired (no longer brewed),22141
Year-round,45544
Rotating/Seasonal,51567
Retired (no longer brewed),21872
Retired (no longer brewed),22305
Year-round,22855
Retired (no longer brewed),76037
Rotating/Seasonal,63370
Rotating/Seasonal,59767
Rotating/Seasonal,23815
Rotating/Seasonal,32769
Rotating/Seasonal,19679
Rotating/Seasonal,59652
Rotating/Seasonal,23835
Rotating/Seasonal,49146
Rotating/Seasonal,21264
Rotating/Seasonal,23839
Rotating/Seasonal,17235
Rotating/Seasonal,38099
Rotating/Seasonal,30066
Rotating/Seasonal,23829
Year-round,47154
Year-round,47155
Year-round,53176
Rotating/Seasonal,74830
Retired (no longer brewed),43324
Retired (no longer brewed),8881
Rotating/Seasonal,64675
Retired (no longer brewed),42476
Retired (no longer brewed),54364
Retired (no longer brewed),7015
Retired (no longer brewed),8454
Retired (no longer brewed),5210
Retired (no longer brewed),5207
Retired (no longer brewed),8331
Retired (no longer brewed),5218
Retired (no longer brewed),28118
Retired (no longer brewed),13322
Retired (no longer brewed),11802
Retired (no longer brewed),9517
Year-round,57065
Year-round,74552
Retired (no longer brewed),19676
Retired (no longer brewed),41550
Retired (no longer brewed),21397
Year-round,55423
Retired (no longer brewed),18013
Year-round,74619
Retired (no longer brewed),34119
Year-round,65830
Year-round,52446
Year-round,52601
Retired (no longer brewed),27958
Retired (no longer brewed),31506
Retired (no longer brewed),27252
Retired (no longer brewed),30671
Retired (no longer brewed),45927
Rotating/Seasonal,72772
Year-round,75442
Retired (no longer brewed),59685
Retired (no longer brewed),31814
Year-round,74039
Retired (no longer brewed),59820
Year-round,76359
Year-round,70844
Retired (no longer brewed),26006
Year-round,56634
Retired (no longer brewed),50654
Retired (no longer brewed),12864
Retired (no longer brewed),25268
Retired (no longer brewed),32882
Retired (no longer brewed),23684
Retired (no longer brewed),21936
Year-round,42837
Retired (no longer brewed),23664
Retired (no longer brewed),28734
Rotating/Seasonal,20019
Retired (no longer brewed),24730
Retired (no longer brewed),23685
Retired (no longer brewed),32884
Retired (no longer brewed),21937
Retired (no longer brewed),21945
Retired (no longer brewed),46326
Retired (no longer brewed),53593
Year-round,71787
Retired (no longer brewed),72973
Rotating/Seasonal,64128
Rotating/Seasonal,51528
Retired (no longer brewed),17874
Rotating/Seasonal,62827
Year-round,67500
Year-round,70857
Year-round,77258
Year-round,69400
Rotating/Seasonal,67762
Retired (no longer brewed),19672
Retired (no longer brewed),33808
Rotating/Seasonal,30334
Retired (no longer brewed),30320
Rotating/Seasonal,58626
Retired (no longer brewed),30337
Retired (no longer brewed),30332
Retired (no longer brewed),7215
Retired (no longer brewed),67427
Retired (no longer brewed),76000
Rotating/Seasonal,76001
Retired (no longer brewed),72700
Retired (no longer brewed),74477
Retired (no longer brewed),68375
Retired (no longer brewed),19914
Retired (no longer brewed),14161
Rotating/Seasonal,76564
Retired (no longer brewed),22481
Year-round,74515
Retired (no longer brewed),29700
Retired (no longer brewed),42483
Retired (no longer brewed),41640
Year-round,73734
Year-round,28594
Year-round,73768
