Status,Beer_Beerid
Rotating/Seasonal,45864
Rotating/Seasonal,64722
Rotating/Seasonal,63831
Rotating/Seasonal,64721
Rotating/Seasonal,55954
Rotating/Seasonal,46006
Rotating/Seasonal,64720
Retired (no longer brewed),42897
Rotating/Seasonal,55959
Rotating/Seasonal,55957
Rotating/Seasonal,76833
Rotating/Seasonal,63828
Rotating/Seasonal,74969
Retired (no longer brewed),58252
Rotating/Seasonal,50844
Rotating/Seasonal,74968
Year-round,75392
Retired (no longer brewed),57340
Retired (no longer brewed),45244
Retired (no longer brewed),57337
Retired (no longer brewed),45242
Retired (no longer brewed),45240
Retired (no longer brewed),45243
Retired (no longer brewed),45241
Retired (no longer brewed),57339
Retired (no longer brewed),57338
Retired (no longer brewed),43677
Retired (no longer brewed),43690
Year-round,48814
Year-round,69757
Year-round,55991
Retired (no longer brewed),75260
Retired (no longer brewed),28347
Retired (no longer brewed),30385
Retired (no longer brewed),30056
Year-round,31964
Retired (no longer brewed),33185
Retired (no longer brewed),40034
Retired (no longer brewed),48709
Retired (no longer brewed),71425
Retired (no longer brewed),74363
Retired (no longer brewed),24011
Year-round,64285
Rotating/Seasonal,62752
Year-round,62751
Retired (no longer brewed),9618
Retired (no longer brewed),9617
Retired (no longer brewed),34246
Retired (no longer brewed),7686
Rotating/Seasonal,46575
Retired (no longer brewed),26092
Year-round,45103
Retired (no longer brewed),8040
Retired (no longer brewed),25404
Retired (no longer brewed),34125
Retired (no longer brewed),18727
Retired (no longer brewed),36099
Retired (no longer brewed),40783
Rotating/Seasonal,70900
Rotating/Seasonal,65654
Retired (no longer brewed),56997
Rotating/Seasonal,69763
Retired (no longer brewed),69764
Rotating/Seasonal,65425
Retired (no longer brewed),56998
Retired (no longer brewed),75284
Rotating/Seasonal,76684
Retired (no longer brewed),18286
Retired (no longer brewed),55963
Retired (no longer brewed),14822
Rotating/Seasonal,74943
Retired (no longer brewed),19277
Rotating/Seasonal,70130
Retired (no longer brewed),29963
Retired (no longer brewed),68328
Retired (no longer brewed),26137
Retired (no longer brewed),54317
Retired (no longer brewed),54316
Retired (no longer brewed),66280
Retired (no longer brewed),74105
Rotating/Seasonal,66279
Retired (no longer brewed),69378
Retired (no longer brewed),70101
Retired (no longer brewed),26128
Rotating/Seasonal,76801
Year-round,71180
Retired (no longer brewed),76338
Year-round,70293
Retired (no longer brewed),23131
Retired (no longer brewed),23130
Year-round,25496
Retired (no longer brewed),25497
Retired (no longer brewed),32183
Retired (no longer brewed),41870
Retired (no longer brewed),32562
Year-round,69495
Rotating/Seasonal,46199
Retired (no longer brewed),25318
Retired (no longer brewed),27222
Retired (no longer brewed),31258
Retired (no longer brewed),28550
Rotating/Seasonal,27021
Retired (no longer brewed),29809
Retired (no longer brewed),18216
Retired (no longer brewed),39725
Retired (no longer brewed),33094
Retired (no longer brewed),23524
Retired (no longer brewed),42014
Retired (no longer brewed),27023
Retired (no longer brewed),40596
Retired (no longer brewed),39405
Retired (no longer brewed),76431
Retired (no longer brewed),23018
Retired (no longer brewed),74335
Retired (no longer brewed),21592
Retired (no longer brewed),69872
Retired (no longer brewed),44009
Retired (no longer brewed),51352
Rotating/Seasonal,57858
Retired (no longer brewed),38641
Retired (no longer brewed),6213
Year-round,66471
Year-round,26169
Retired (no longer brewed),74209
Year-round,8973
Retired (no longer brewed),8967
Retired (no longer brewed),74215
Retired (no longer brewed),74211
Retired (no longer brewed),74213
Rotating/Seasonal,63862
Year-round,60631
Year-round,65244
Year-round,51038
Retired (no longer brewed),30777
Year-round,49821
Retired (no longer brewed),27990
Retired (no longer brewed),34891
Retired (no longer brewed),39375
Retired (no longer brewed),59927
Retired (no longer brewed),49320
Retired (no longer brewed),34349
Rotating/Seasonal,35991
Retired (no longer brewed),35084
Rotating/Seasonal,57389
Year-round,74836
Rotating/Seasonal,57388
Rotating/Seasonal,57387
Retired (no longer brewed),19420
Retired (no longer brewed),62018
Retired (no longer brewed),68674
Retired (no longer brewed),68675
Retired (no longer brewed),19116
Year-round,70615
Rotating/Seasonal,42404
Retired (no longer brewed),35190
Retired (no longer brewed),8121
Retired (no longer brewed),34006
Retired (no longer brewed),8120
Retired (no longer brewed),38715
Rotating/Seasonal,54077
Retired (no longer brewed),62454
Retired (no longer brewed),28637
Retired (no longer brewed),29490
Year-round,60703
Retired (no longer brewed),40536
Year-round,61183
Retired (no longer brewed),17739
Retired (no longer brewed),17742
Retired (no longer brewed),17741
Retired (no longer brewed),17738
Retired (no longer brewed),62412
Retired (no longer brewed),43375
Year-round,54159
Retired (no longer brewed),67073
Year-round,65575
Retired (no longer brewed),20058
Retired (no longer brewed),38880
Retired (no longer brewed),16362
Retired (no longer brewed),50357
Year-round,69747
Rotating/Seasonal,69748
Retired (no longer brewed),63001
Retired (no longer brewed),69370
Rotating/Seasonal,74380
Year-round,76802
Retired (no longer brewed),67001
Retired (no longer brewed),72690
Retired (no longer brewed),62848
Retired (no longer brewed),66606
Retired (no longer brewed),7442
Retired (no longer brewed),75942
Retired (no longer brewed),41514
Rotating/Seasonal,67710
Retired (no longer brewed),10033
Retired (no longer brewed),53457
Year-round,71765
Year-round,71805
Retired (no longer brewed),22331
Rotating/Seasonal,29792
Year-round,71804
Rotating/Seasonal,10806
Retired (no longer brewed),44791
Retired (no longer brewed),37470
Rotating/Seasonal,34238
Rotating/Seasonal,33665
Rotating/Seasonal,36228
Rotating/Seasonal,60573
Rotating/Seasonal,34239
Rotating/Seasonal,60572
Year-round,48019
Year-round,65880
Rotating/Seasonal,62713
Retired (no longer brewed),26934
Retired (no longer brewed),44309
Retired (no longer brewed),37272
Retired (no longer brewed),37274
Year-round,59831
Retired (no longer brewed),25616
Year-round,62750
Year-round,54499
Retired (no longer brewed),69415
Retired (no longer brewed),50902
Retired (no longer brewed),74375
Retired (no longer brewed),75291
Retired (no longer brewed),76885
Retired (no longer brewed),74671
Retired (no longer brewed),75288
Retired (no longer brewed),56226
Retired (no longer brewed),43474
Retired (no longer brewed),75179
Retired (no longer brewed),48393
Retired (no longer brewed),56140
Retired (no longer brewed),60230
Retired (no longer brewed),55582
Retired (no longer brewed),73159
Retired (no longer brewed),64712
Retired (no longer brewed),75289
Retired (no longer brewed),69414
Retired (no longer brewed),39324
Retired (no longer brewed),72365
Rotating/Seasonal,71525
Year-round,48974
Rotating/Seasonal,58063
Year-round,72044
Year-round,71978
Rotating/Seasonal,71979
Year-round,76139
Year-round,32110
Retired (no longer brewed),43262
Retired (no longer brewed),71075
Retired (no longer brewed),16813
Retired (no longer brewed),36783
Retired (no longer brewed),42694
Retired (no longer brewed),22892
Retired (no longer brewed),47951
Retired (no longer brewed),33482
Retired (no longer brewed),22893
Retired (no longer brewed),66211
Rotating/Seasonal,49871
Retired (no longer brewed),32804
Rotating/Seasonal,46495
Year-round,32803
Retired (no longer brewed),5381
Year-round,56580
Rotating/Seasonal,63045
Year-round,47167
Year-round,64676
Rotating/Seasonal,58756
Retired (no longer brewed),43475
Retired (no longer brewed),52806
Retired (no longer brewed),68577
Retired (no longer brewed),68578
Year-round,76581
Year-round,49296
Retired (no longer brewed),30013
Retired (no longer brewed),29992
Retired (no longer brewed),29994
Retired (no longer brewed),29886
Retired (no longer brewed),29885
Retired (no longer brewed),30015
Retired (no longer brewed),30014
Retired (no longer brewed),71722
Retired (no longer brewed),36291
Rotating/Seasonal,71067
Retired (no longer brewed),73074
Retired (no longer brewed),73075
Retired (no longer brewed),35894
Retired (no longer brewed),38802
Retired (no longer brewed),42768
Rotating/Seasonal,73073
Rotating/Seasonal,46776
Rotating/Seasonal,64662
Rotating/Seasonal,70235
Rotating/Seasonal,70236
Rotating/Seasonal,64661
Retired (no longer brewed),57868
Retired (no longer brewed),68944
Retired (no longer brewed),68943
Retired (no longer brewed),28709
Retired (no longer brewed),58148
Retired (no longer brewed),12902
Retired (no longer brewed),46172
Rotating/Seasonal,48613
Retired (no longer brewed),44262
Retired (no longer brewed),40398
Retired (no longer brewed),51343
Rotating/Seasonal,47520
Retired (no longer brewed),40405
Retired (no longer brewed),31686
Retired (no longer brewed),44236
Rotating/Seasonal,58260
Retired (no longer brewed),48242
Rotating/Seasonal,64476
Retired (no longer brewed),21711
Retired (no longer brewed),29081
Retired (no longer brewed),51630
Retired (no longer brewed),25423
Retired (no longer brewed),36849
Retired (no longer brewed),64878
Retired (no longer brewed),64877
Retired (no longer brewed),51629
Retired (no longer brewed),25425
Year-round,58767
Rotating/Seasonal,20972
Year-round,50322
Retired (no longer brewed),19576
Rotating/Seasonal,66993
Retired (no longer brewed),58443
Retired (no longer brewed),73184
Rotating/Seasonal,65962
Retired (no longer brewed),60753
Retired (no longer brewed),51189
Rotating/Seasonal,45500
Year-round,72607
Year-round,59207
Rotating/Seasonal,70694
Rotating/Seasonal,57119
Year-round,57118
Retired (no longer brewed),31010
Year-round,56841
Year-round,56840
Rotating/Seasonal,67871
Retired (no longer brewed),27084
Rotating/Seasonal,66172
Rotating/Seasonal,64771
Retired (no longer brewed),22090
Retired (no longer brewed),24840
Retired (no longer brewed),47212
Retired (no longer brewed),24867
Retired (no longer brewed),73263
Retired (no longer brewed),34973
Retired (no longer brewed),73264
Retired (no longer brewed),75174
Retired (no longer brewed),75175
Retired (no longer brewed),28180
Retired (no longer brewed),46802
Retired (no longer brewed),24843
Retired (no longer brewed),75177
Retired (no longer brewed),48849
Retired (no longer brewed),75176
Retired (no longer brewed),46801
Retired (no longer brewed),54975
Retired (no longer brewed),64448
Retired (no longer brewed),52660
Retired (no longer brewed),73482
Retired (no longer brewed),73484
Retired (no longer brewed),55369
Retired (no longer brewed),64447
Retired (no longer brewed),76449
Retired (no longer brewed),73483
Retired (no longer brewed),67580
Retired (no longer brewed),70590
Retired (no longer brewed),44179
Retired (no longer brewed),28387
Retired (no longer brewed),49591
Retired (no longer brewed),32047
Retired (no longer brewed),27929
Retired (no longer brewed),21432
Retired (no longer brewed),33840
Retired (no longer brewed),33838
Retired (no longer brewed),37481
Retired (no longer brewed),57597
Retired (no longer brewed),57595
Retired (no longer brewed),58483
Retired (no longer brewed),69848
Retired (no longer brewed),70513
Retired (no longer brewed),58350
Retired (no longer brewed),61285
Year-round,61052
Year-round,61098
Year-round,55653
Year-round,55688
Year-round,55657
Retired (no longer brewed),51511
Retired (no longer brewed),6931
Retired (no longer brewed),39271
Retired (no longer brewed),41003
Retired (no longer brewed),37804
Retired (no longer brewed),54023
Retired (no longer brewed),27769
Retired (no longer brewed),40578
Retired (no longer brewed),16006
Retired (no longer brewed),58000
Retired (no longer brewed),20537
Retired (no longer brewed),15724
Retired (no longer brewed),6933
Retired (no longer brewed),15651
Retired (no longer brewed),15125
Retired (no longer brewed),15124
Retired (no longer brewed),15123
Retired (no longer brewed),15127
Retired (no longer brewed),12414
Retired (no longer brewed),15793
Retired (no longer brewed),42873
Retired (no longer brewed),40259
Retired (no longer brewed),40294
Retired (no longer brewed),15605
Retired (no longer brewed),17224
Retired (no longer brewed),17457
Retired (no longer brewed),17211
Rotating/Seasonal,57612
Retired (no longer brewed),30201
Retired (no longer brewed),30202
Retired (no longer brewed),61838
Year-round,46347
Retired (no longer brewed),42996
Year-round,68055
Retired (no longer brewed),12733
Retired (no longer brewed),24312
Year-round,71314
Retired (no longer brewed),36044
Year-round,32019
Retired (no longer brewed),72764
Retired (no longer brewed),28916
Retired (no longer brewed),28666
Retired (no longer brewed),28521
Retired (no longer brewed),28524
Retired (no longer brewed),28519
Retired (no longer brewed),33079
Retired (no longer brewed),16104
Retired (no longer brewed),42244
Retired (no longer brewed),15934
Retired (no longer brewed),68044
Retired (no longer brewed),62704
Retired (no longer brewed),73955
Retired (no longer brewed),56801
Retired (no longer brewed),44200
Retired (no longer brewed),66230
Retired (no longer brewed),43030
Retired (no longer brewed),68042
Retired (no longer brewed),76953
Retired (no longer brewed),73257
Retired (no longer brewed),67105
Retired (no longer brewed),10451
Retired (no longer brewed),66231
Retired (no longer brewed),67938
Retired (no longer brewed),19456
Retired (no longer brewed),28893
Retired (no longer brewed),27959
Retired (no longer brewed),19457
Retired (no longer brewed),38329
Retired (no longer brewed),39389
Retired (no longer brewed),64475
Retired (no longer brewed),36127
Rotating/Seasonal,72979
Rotating/Seasonal,76847
Retired (no longer brewed),54670
Retired (no longer brewed),68384
Retired (no longer brewed),76259
Retired (no longer brewed),65925
Retired (no longer brewed),68389
Retired (no longer brewed),68318
Retired (no longer brewed),68759
Retired (no longer brewed),74495
Retired (no longer brewed),68760
Retired (no longer brewed),66659
Retired (no longer brewed),43623
Rotating/Seasonal,56837
Retired (no longer brewed),42934
Rotating/Seasonal,67639
Retired (no longer brewed),73557
Rotating/Seasonal,49124
Rotating/Seasonal,70651
Rotating/Seasonal,58161
Year-round,67373
Retired (no longer brewed),49125
Retired (no longer brewed),34076
Retired (no longer brewed),28830
Rotating/Seasonal,73606
Retired (no longer brewed),21025
Retired (no longer brewed),42684
Retired (no longer brewed),22182
Retired (no longer brewed),3202
Rotating/Seasonal,54322
Retired (no longer brewed),3200
Rotating/Seasonal,72994
Rotating/Seasonal,67998
Rotating/Seasonal,57246
Retired (no longer brewed),3196
Rotating/Seasonal,3205
Retired (no longer brewed),43082
Year-round,52582
Retired (no longer brewed),42838
Year-round,53840
Year-round,54095
Year-round,50868
Year-round,50871
Retired (no longer brewed),21527
Retired (no longer brewed),38457
Rotating/Seasonal,63814
Retired (no longer brewed),76876
Rotating/Seasonal,76514
Retired (no longer brewed),26790
Retired (no longer brewed),26329
Retired (no longer brewed),11275
Retired (no longer brewed),16937
Rotating/Seasonal,70214
Rotating/Seasonal,74239
Retired (no longer brewed),59650
Retired (no longer brewed),35462
Rotating/Seasonal,47255
Retired (no longer brewed),30192
Rotating/Seasonal,46957
Retired (no longer brewed),12211
Retired (no longer brewed),31932
Retired (no longer brewed),14490
Retired (no longer brewed),11274
Year-round,74475
Retired (no longer brewed),21827
Year-round,53271
Retired (no longer brewed),76284
Retired (no longer brewed),76281
Retired (no longer brewed),76282
Year-round,73356
Rotating/Seasonal,67316
Rotating/Seasonal,63496
Retired (no longer brewed),18611
Retired (no longer brewed),18532
Retired (no longer brewed),18384
Retired (no longer brewed),18503
Retired (no longer brewed),18383
Retired (no longer brewed),18427
Retired (no longer brewed),5569
Retired (no longer brewed),40909
Rotating/Seasonal,76905
Year-round,34674
Rotating/Seasonal,65831
Year-round,71240
Year-round,60870
Rotating/Seasonal,65829
Retired (no longer brewed),30152
Rotating/Seasonal,31820
Retired (no longer brewed),38438
Retired (no longer brewed),45264
Retired (no longer brewed),59564
Retired (no longer brewed),41956
Retired (no longer brewed),30674
Rotating/Seasonal,75906
Retired (no longer brewed),15003
Retired (no longer brewed),15001
Retired (no longer brewed),15028
Retired (no longer brewed),15002
Retired (no longer brewed),15029
Retired (no longer brewed),15027
Rotating/Seasonal,72736
Year-round,44997
Year-round,75102
Year-round,75101
Retired (no longer brewed),72648
Retired (no longer brewed),22827
Retired (no longer brewed),66684
Retired (no longer brewed),74160
Retired (no longer brewed),56959
Retired (no longer brewed),37551
Retired (no longer brewed),72647
Retired (no longer brewed),51161
Retired (no longer brewed),25202
Retired (no longer brewed),56847
Rotating/Seasonal,76910
Retired (no longer brewed),21404
Retired (no longer brewed),20800
Rotating/Seasonal,66520
Year-round,72220
Year-round,54373
Year-round,54374
Rotating/Seasonal,52666
Year-round,54375
Rotating/Seasonal,57925
Retired (no longer brewed),40360
Year-round,47387
Retired (no longer brewed),24917
Year-round,47386
Retired (no longer brewed),24889
Retired (no longer brewed),16232
Retired (no longer brewed),31360
Retired (no longer brewed),58781
Retired (no longer brewed),41317
Retired (no longer brewed),23500
Retired (no longer brewed),23285
Rotating/Seasonal,55593
Retired (no longer brewed),40332
Retired (no longer brewed),38403
Retired (no longer brewed),30119
Retired (no longer brewed),24139
Retired (no longer brewed),34321
Retired (no longer brewed),12614
Retired (no longer brewed),13293
Retired (no longer brewed),11946
Retired (no longer brewed),17750
Retired (no longer brewed),14933
Retired (no longer brewed),13861
Retired (no longer brewed),16360
Retired (no longer brewed),12330
Retired (no longer brewed),11788
Retired (no longer brewed),11906
Retired (no longer brewed),12301
Retired (no longer brewed),45015
Retired (no longer brewed),54325
Retired (no longer brewed),57390
Retired (no longer brewed),52700
Retired (no longer brewed),40947
Retired (no longer brewed),52953
Year-round,48455
Retired (no longer brewed),72096
Year-round,70639
Rotating/Seasonal,70646
Rotating/Seasonal,70669
Retired (no longer brewed),42856
