Status,Beer_Beerid
Retired (no longer brewed),68547
Retired (no longer brewed),44068
Retired (no longer brewed),42559
Retired (no longer brewed),74673
Retired (no longer brewed),68807
Retired (no longer brewed),75910
Retired (no longer brewed),33144
Year-round,47472
Year-round,69477
Rotating/Seasonal,77109
Retired (no longer brewed),28706
Year-round,77092
Retired (no longer brewed),26992
Retired (no longer brewed),31099
Retired (no longer brewed),31025
Retired (no longer brewed),26770
Year-round,20837
Retired (no longer brewed),20819
Year-round,20850
Rotating/Seasonal,20835
Retired (no longer brewed),20853
Year-round,20810
Retired (no longer brewed),20840
Year-round,43816
Rotating/Seasonal,26179
Year-round,20812
Retired (no longer brewed),31153
Retired (no longer brewed),30237
Year-round,20811
Year-round,20852
Rotating/Seasonal,43817
Year-round,20827
Year-round,20839
Retired (no longer brewed),28752
Rotating/Seasonal,50159
Retired (no longer brewed),28721
Retired (no longer brewed),38944
Retired (no longer brewed),12821
Year-round,73458
Year-round,54807
Year-round,54808
Year-round,54809
Retired (no longer brewed),19125
Retired (no longer brewed),42998
Retired (no longer brewed),29013
Rotating/Seasonal,52068
Retired (no longer brewed),16223
Rotating/Seasonal,66101
Year-round,67661
Rotating/Seasonal,68148
Retired (no longer brewed),57829
Rotating/Seasonal,56682
Retired (no longer brewed),38160
Rotating/Seasonal,71234
Retired (no longer brewed),43233
