Status,Beer_Beerid
Year-round,67479
Rotating/Seasonal,74638
Year-round,69394
Retired (no longer brewed),19692
Retired (no longer brewed),19688
Retired (no longer brewed),70169
Retired (no longer brewed),75321
Retired (no longer brewed),56550
Retired (no longer brewed),69563
Retired (no longer brewed),72366
Retired (no longer brewed),29222
Year-round,68890
Retired (no longer brewed),70793
Retired (no longer brewed),11311
Retired (no longer brewed),14662
Retired (no longer brewed),15498
Retired (no longer brewed),28342
Retired (no longer brewed),73381
Retired (no longer brewed),41845
Year-round,62241
Year-round,56604
Retired (no longer brewed),41600
Retired (no longer brewed),41601
Year-round,66950
Retired (no longer brewed),38893
Rotating/Seasonal,63384
Retired (no longer brewed),13119
Retired (no longer brewed),26697
Year-round,26990
Year-round,62641
Retired (no longer brewed),62697
Retired (no longer brewed),52372
Retired (no longer brewed),55627
Retired (no longer brewed),71132
Retired (no longer brewed),58106
Rotating/Seasonal,56744
Retired (no longer brewed),61916
Retired (no longer brewed),52213
Retired (no longer brewed),65635
Retired (no longer brewed),56694
Retired (no longer brewed),65311
Retired (no longer brewed),55825
Retired (no longer brewed),52563
Retired (no longer brewed),72450
Retired (no longer brewed),68365
Retired (no longer brewed),27378
Year-round,48986
Rotating/Seasonal,75946
Retired (no longer brewed),18296
Year-round,49165
Retired (no longer brewed),41284
Retired (no longer brewed),12682
Retired (no longer brewed),12680
Retired (no longer brewed),40697
Rotating/Seasonal,54844
Retired (no longer brewed),63579
Retired (no longer brewed),72158
Rotating/Seasonal,45652
Rotating/Seasonal,44470
Rotating/Seasonal,68415
Retired (no longer brewed),40567
Year-round,69879
Year-round,71055
Year-round,71207
Year-round,75968
Retired (no longer brewed),3895
Retired (no longer brewed),54794
Retired (no longer brewed),66729
Retired (no longer brewed),73013
Retired (no longer brewed),27429
Retired (no longer brewed),58002
Retired (no longer brewed),50205
Retired (no longer brewed),63154
Retired (no longer brewed),33695
Retired (no longer brewed),71226
Retired (no longer brewed),47657
Rotating/Seasonal,61026
Retired (no longer brewed),54940
Retired (no longer brewed),64967
Rotating/Seasonal,56606
Retired (no longer brewed),69631
Retired (no longer brewed),48323
Rotating/Seasonal,65955
Retired (no longer brewed),47656
Retired (no longer brewed),45051
Retired (no longer brewed),68673
Retired (no longer brewed),63545
Retired (no longer brewed),47009
Retired (no longer brewed),75375
Retired (no longer brewed),6336
Retired (no longer brewed),7663
Retired (no longer brewed),10639
Retired (no longer brewed),10636
Retired (no longer brewed),10637
Year-round,72166
Rotating/Seasonal,73756
Retired (no longer brewed),48748
Retired (no longer brewed),65424
Retired (no longer brewed),65279
Retired (no longer brewed),34470
Retired (no longer brewed),48750
Retired (no longer brewed),70606
Retired (no longer brewed),42165
Retired (no longer brewed),73852
Retired (no longer brewed),57135
Retired (no longer brewed),75615
Retired (no longer brewed),48749
Retired (no longer brewed),76101
Retired (no longer brewed),43389
Retired (no longer brewed),58901
Retired (no longer brewed),67239
Retired (no longer brewed),47124
Year-round,49511
Year-round,69196
Year-round,73911
Retired (no longer brewed),40566
Retired (no longer brewed),73467
Retired (no longer brewed),32984
Retired (no longer brewed),47679
Retired (no longer brewed),70189
Year-round,45364
Retired (no longer brewed),20233
Year-round,22007
Year-round,65154
Rotating/Seasonal,65901
Retired (no longer brewed),30388
Retired (no longer brewed),21212
Retired (no longer brewed),22012
Rotating/Seasonal,75851
Retired (no longer brewed),17893
Retired (no longer brewed),35709
Year-round,59796
Year-round,61335
Year-round,60677
Year-round,67846
Retired (no longer brewed),27228
Year-round,22256
Retired (no longer brewed),27605
Rotating/Seasonal,64078
Retired (no longer brewed),33386
Year-round,22010
Retired (no longer brewed),22300
Rotating/Seasonal,64645
Retired (no longer brewed),29901
Year-round,76727
Year-round,76584
Retired (no longer brewed),51059
Retired (no longer brewed),56433
Year-round,74832
Retired (no longer brewed),23731
Rotating/Seasonal,12848
Year-round,24629
Year-round,46183
Year-round,46267
Year-round,57699
Retired (no longer brewed),64244
Year-round,51872
Year-round,46119
Year-round,49862
Rotating/Seasonal,55083
Retired (no longer brewed),27498
Retired (no longer brewed),27496
Rotating/Seasonal,47222
Retired (no longer brewed),71613
Retired (no longer brewed),71614
Retired (no longer brewed),44504
Retired (no longer brewed),25311
Retired (no longer brewed),44501
Year-round,76529
Year-round,76579
Year-round,76580
Retired (no longer brewed),23478
Retired (no longer brewed),31627
Retired (no longer brewed),71395
Retired (no longer brewed),66141
Retired (no longer brewed),74184
Retired (no longer brewed),45645
Retired (no longer brewed),64420
Retired (no longer brewed),49793
Retired (no longer brewed),31650
Retired (no longer brewed),31737
Retired (no longer brewed),27942
Retired (no longer brewed),71397
Retired (no longer brewed),44076
Retired (no longer brewed),34984
Retired (no longer brewed),66997
Retired (no longer brewed),59136
Year-round,49890
Year-round,49888
Retired (no longer brewed),47125
Year-round,74738
Rotating/Seasonal,72662
Retired (no longer brewed),39636
Retired (no longer brewed),39602
Retired (no longer brewed),39601
Year-round,48989
Retired (no longer brewed),39600
Retired (no longer brewed),39637
Rotating/Seasonal,55435
Retired (no longer brewed),39635
Year-round,77026
Retired (no longer brewed),18219
Year-round,70497
Retired (no longer brewed),74587
Rotating/Seasonal,72909
Retired (no longer brewed),73796
Retired (no longer brewed),76809
Rotating/Seasonal,70021
Year-round,62208
Rotating/Seasonal,61731
Retired (no longer brewed),76628
Year-round,67268
Retired (no longer brewed),72553
Retired (no longer brewed),76806
Rotating/Seasonal,76646
Rotating/Seasonal,73204
Year-round,62492
Year-round,38182
Year-round,61759
Year-round,62393
Retired (no longer brewed),31076
Retired (no longer brewed),70506
Retired (no longer brewed),75802
Retired (no longer brewed),76906
Retired (no longer brewed),72076
Retired (no longer brewed),70509
Retired (no longer brewed),75801
Retired (no longer brewed),13531
Retired (no longer brewed),40415
Year-round,40373
Year-round,40374
Retired (no longer brewed),40236
Retired (no longer brewed),16226
Retired (no longer brewed),19350
Retired (no longer brewed),16225
Retired (no longer brewed),19090
Retired (no longer brewed),40896
Rotating/Seasonal,56217
Retired (no longer brewed),40992
Rotating/Seasonal,49166
Retired (no longer brewed),28806
Rotating/Seasonal,74563
Rotating/Seasonal,60222
Rotating/Seasonal,67458
Rotating/Seasonal,60221
Retired (no longer brewed),64334
Retired (no longer brewed),64412
Year-round,68257
Rotating/Seasonal,75743
Year-round,68256
Year-round,77145
Retired (no longer brewed),41645
Retired (no longer brewed),36184
Year-round,61566
Retired (no longer brewed),20472
Year-round,76986
Rotating/Seasonal,75597
Retired (no longer brewed),41890
Rotating/Seasonal,75598
Retired (no longer brewed),65115
Retired (no longer brewed),60049
Retired (no longer brewed),18821
Retired (no longer brewed),61148
Retired (no longer brewed),72971
Year-round,65075
Retired (no longer brewed),68007
Retired (no longer brewed),49064
Rotating/Seasonal,67142
Retired (no longer brewed),77093
Retired (no longer brewed),18231
Year-round,33270
Year-round,69995
Retired (no longer brewed),73403
Retired (no longer brewed),35133
Retired (no longer brewed),35135
Retired (no longer brewed),61737
Rotating/Seasonal,56883
Retired (no longer brewed),65177
Retired (no longer brewed),70444
Retired (no longer brewed),70443
Retired (no longer brewed),76237
Retired (no longer brewed),67690
Retired (no longer brewed),72601
Retired (no longer brewed),31035
Retired (no longer brewed),25632
Retired (no longer brewed),11531
Retired (no longer brewed),12603
Retired (no longer brewed),11754
Retired (no longer brewed),10642
Retired (no longer brewed),28421
Retired (no longer brewed),10921
Retired (no longer brewed),22941
Retired (no longer brewed),29232
Year-round,70291
Year-round,69062
Retired (no longer brewed),74590
Year-round,51127
Retired (no longer brewed),44142
Year-round,33460
Retired (no longer brewed),43750
Year-round,51128
Year-round,76656
Year-round,76658
Year-round,74698
Year-round,74699
Year-round,44709
Year-round,44711
Rotating/Seasonal,75049
Year-round,19064
Year-round,19062
Year-round,19063
Retired (no longer brewed),25900
Rotating/Seasonal,76756
Retired (no longer brewed),29649
Retired (no longer brewed),28613
Retired (no longer brewed),28977
Rotating/Seasonal,76757
Rotating/Seasonal,74318
Rotating/Seasonal,45969
Rotating/Seasonal,74396
Rotating/Seasonal,74394
Rotating/Seasonal,45970
Rotating/Seasonal,53505
Year-round,62404
Rotating/Seasonal,59443
Rotating/Seasonal,70785
Retired (no longer brewed),55762
Retired (no longer brewed),16669
Retired (no longer brewed),29806
Retired (no longer brewed),73130
Rotating/Seasonal,9189
Retired (no longer brewed),29103
Retired (no longer brewed),57125
Rotating/Seasonal,67703
Retired (no longer brewed),76942
Retired (no longer brewed),29752
Retired (no longer brewed),42912
Retired (no longer brewed),61991
Retired (no longer brewed),57286
Retired (no longer brewed),57781
Retired (no longer brewed),34338
Rotating/Seasonal,42913
Retired (no longer brewed),63378
Retired (no longer brewed),64964
Retired (no longer brewed),62577
Rotating/Seasonal,75592
Retired (no longer brewed),42234
Retired (no longer brewed),58782
Rotating/Seasonal,77261
Retired (no longer brewed),73476
Rotating/Seasonal,64829
Retired (no longer brewed),51789
Rotating/Seasonal,75794
Retired (no longer brewed),74060
Retired (no longer brewed),34545
Retired (no longer brewed),57581
Retired (no longer brewed),64823
Rotating/Seasonal,75426
Retired (no longer brewed),39684
Retired (no longer brewed),62468
Retired (no longer brewed),72364
Rotating/Seasonal,75470
Rotating/Seasonal,74359
Retired (no longer brewed),68782
Rotating/Seasonal,59370
Retired (no longer brewed),60702
Retired (no longer brewed),61637
Rotating/Seasonal,73134
Rotating/Seasonal,66918
Retired (no longer brewed),60779
Retired (no longer brewed),54442
Retired (no longer brewed),62467
Retired (no longer brewed),52437
Retired (no longer brewed),49618
Retired (no longer brewed),59995
Retired (no longer brewed),21572
Retired (no longer brewed),38751
Retired (no longer brewed),55515
Rotating/Seasonal,74512
Retired (no longer brewed),25779
Retired (no longer brewed),34923
Retired (no longer brewed),41887
Retired (no longer brewed),60658
Retired (no longer brewed),42680
Retired (no longer brewed),50305
Retired (no longer brewed),29746
Retired (no longer brewed),42707
Retired (no longer brewed),58743
Retired (no longer brewed),76918
Rotating/Seasonal,71655
Rotating/Seasonal,65531
Retired (no longer brewed),66781
Retired (no longer brewed),32538
Rotating/Seasonal,77200
Retired (no longer brewed),70944
Rotating/Seasonal,69084
Year-round,62252
Year-round,64970
Year-round,64969
Year-round,64974
Rotating/Seasonal,64141
Year-round,64968
Retired (no longer brewed),44624
Retired (no longer brewed),27774
Retired (no longer brewed),24976
Retired (no longer brewed),46437
Retired (no longer brewed),26860
Retired (no longer brewed),28701
Retired (no longer brewed),28245
Retired (no longer brewed),75882
Retired (no longer brewed),28517
Rotating/Seasonal,57155
Year-round,73295
Rotating/Seasonal,73156
Year-round,48072
Year-round,61136
Year-round,60667
Year-round,68253
Year-round,71250
Rotating/Seasonal,64836
Retired (no longer brewed),28693
Retired (no longer brewed),31078
Retired (no longer brewed),43041
Retired (no longer brewed),18278
Retired (no longer brewed),68930
Retired (no longer brewed),52916
Retired (no longer brewed),49040
Rotating/Seasonal,48470
Year-round,10546
Retired (no longer brewed),25793
Retired (no longer brewed),25857
Retired (no longer brewed),27717
Retired (no longer brewed),31059
Retired (no longer brewed),31058
Rotating/Seasonal,34917
Retired (no longer brewed),28724
Retired (no longer brewed),30230
Retired (no longer brewed),30128
Year-round,73359
Year-round,75501
Year-round,62781
Retired (no longer brewed),10357
Retired (no longer brewed),13001
Retired (no longer brewed),30355
Retired (no longer brewed),20528
Retired (no longer brewed),27322
Rotating/Seasonal,62934
Year-round,58492
Rotating/Seasonal,71086
Rotating/Seasonal,51357
Rotating/Seasonal,64257
Rotating/Seasonal,53734
Rotating/Seasonal,62930
Retired (no longer brewed),11375
Retired (no longer brewed),40185
Year-round,40124
Rotating/Seasonal,40156
Retired (no longer brewed),40155
Retired (no longer brewed),49853
Retired (no longer brewed),8744
Year-round,50038
Rotating/Seasonal,64701
Year-round,64378
Rotating/Seasonal,51149
Rotating/Seasonal,61364
Retired (no longer brewed),60740
Retired (no longer brewed),72218
Rotating/Seasonal,72531
Rotating/Seasonal,60668
Retired (no longer brewed),61363
Retired (no longer brewed),60705
Rotating/Seasonal,46399
Retired (no longer brewed),70385
Rotating/Seasonal,51151
Rotating/Seasonal,65258
Rotating/Seasonal,46396
Year-round,46403
Rotating/Seasonal,47505
Rotating/Seasonal,51145
Year-round,49508
Rotating/Seasonal,59451
Retired (no longer brewed),60706
Rotating/Seasonal,51150
Rotating/Seasonal,51148
Retired (no longer brewed),40666
Retired (no longer brewed),68355
Year-round,56417
Year-round,57177
Retired (no longer brewed),63272
Rotating/Seasonal,65173
Year-round,67583
Retired (no longer brewed),42367
Retired (no longer brewed),38554
Retired (no longer brewed),61973
Retired (no longer brewed),44984
Retired (no longer brewed),67231
Retired (no longer brewed),62863
Retired (no longer brewed),70915
Retired (no longer brewed),51682
Retired (no longer brewed),44249
Retired (no longer brewed),44034
Retired (no longer brewed),44246
Retired (no longer brewed),44247
Retired (no longer brewed),44248
Retired (no longer brewed),44031
Rotating/Seasonal,54958
Year-round,71520
Year-round,71255
Retired (no longer brewed),72629
Year-round,70814
Year-round,72776
Year-round,70111
Year-round,69878
Year-round,70162
Year-round,72015
Retired (no longer brewed),32160
Retired (no longer brewed),32177
Retired (no longer brewed),35298
Retired (no longer brewed),41542
Retired (no longer brewed),31138
Retired (no longer brewed),30495
Retired (no longer brewed),29660
Rotating/Seasonal,48395
Year-round,58068
Rotating/Seasonal,62200
Retired (no longer brewed),38898
Retired (no longer brewed),29801
Rotating/Seasonal,55786
Rotating/Seasonal,47719
Retired (no longer brewed),52448
Rotating/Seasonal,52082
Year-round,28018
Retired (no longer brewed),16995
Retired (no longer brewed),25927
Retired (no longer brewed),29622
Retired (no longer brewed),29244
Retired (no longer brewed),25521
Retired (no longer brewed),26018
Retired (no longer brewed),15040
Retired (no longer brewed),8208
Year-round,46342
Retired (no longer brewed),28623
Retired (no longer brewed),28619
Retired (no longer brewed),13686
Retired (no longer brewed),6966
Retired (no longer brewed),12535
Retired (no longer brewed),30552
Retired (no longer brewed),22390
Retired (no longer brewed),76541
Retired (no longer brewed),39205
Year-round,74156
Year-round,71642
Rotating/Seasonal,71581
Rotating/Seasonal,71571
Rotating/Seasonal,71579
Year-round,48245
Year-round,48244
Retired (no longer brewed),27748
Retired (no longer brewed),7261
Retired (no longer brewed),7257
Rotating/Seasonal,60769
Retired (no longer brewed),7255
Year-round,76883
Year-round,76938
Year-round,76890
Year-round,76881
Retired (no longer brewed),25783
Year-round,68718
Year-round,75346
Retired (no longer brewed),75307
Retired (no longer brewed),42417
Year-round,52925
Retired (no longer brewed),72437
Rotating/Seasonal,70197
Retired (no longer brewed),72436
Rotating/Seasonal,63245
Retired (no longer brewed),76443
Retired (no longer brewed),74450
Rotating/Seasonal,50351
Retired (no longer brewed),59773
Rotating/Seasonal,41328
Rotating/Seasonal,52408
Retired (no longer brewed),76446
Rotating/Seasonal,75459
Rotating/Seasonal,55525
Rotating/Seasonal,64795
Rotating/Seasonal,58364
Rotating/Seasonal,57835
Year-round,67625
Retired (no longer brewed),68928
Retired (no longer brewed),23603
Year-round,64274
Year-round,72889
Year-round,50208
Year-round,66529
Year-round,64261
Year-round,61717
Rotating/Seasonal,48787
Rotating/Seasonal,74859
Retired (no longer brewed),67757
Year-round,34899
Retired (no longer brewed),35037
Retired (no longer brewed),70210
Rotating/Seasonal,48217
Year-round,74607
Rotating/Seasonal,57967
Retired (no longer brewed),38879
Rotating/Seasonal,74824
Retired (no longer brewed),31904
Year-round,58783
Retired (no longer brewed),22396
Year-round,48877
Retired (no longer brewed),75648
Retired (no longer brewed),65118
Retired (no longer brewed),70911
Retired (no longer brewed),66361
Retired (no longer brewed),77004
Retired (no longer brewed),74691
Retired (no longer brewed),72612
Year-round,71380
Retired (no longer brewed),28874
Year-round,52034
Year-round,55052
Year-round,56031
Year-round,73786
Rotating/Seasonal,73619
Year-round,68308
Retired (no longer brewed),54956
Retired (no longer brewed),77005
Rotating/Seasonal,54957
Retired (no longer brewed),63781
Rotating/Seasonal,70755
Rotating/Seasonal,67101
Retired (no longer brewed),56145
Rotating/Seasonal,54955
Retired (no longer brewed),63780
Rotating/Seasonal,67102
Rotating/Seasonal,58097
Rotating/Seasonal,69382
Retired (no longer brewed),65722
Retired (no longer brewed),66263
Rotating/Seasonal,58096
Rotating/Seasonal,76725
Year-round,50207
Year-round,49931
Year-round,69967
Retired (no longer brewed),34217
Retired (no longer brewed),39298
Retired (no longer brewed),39319
Retired (no longer brewed),34216
Retired (no longer brewed),39290
Retired (no longer brewed),39309
Retired (no longer brewed),39337
Year-round,76225
Year-round,77068
Retired (no longer brewed),36358
Retired (no longer brewed),36548
Year-round,18504
Retired (no longer brewed),36356
Rotating/Seasonal,61145
Retired (no longer brewed),70719
Retired (no longer brewed),22389
Retired (no longer brewed),40534
Year-round,62361
Retired (no longer brewed),36705
Retired (no longer brewed),16068
Retired (no longer brewed),16055
Retired (no longer brewed),16150
Rotating/Seasonal,26196
Year-round,65914
Retired (no longer brewed),67393
Retired (no longer brewed),47531
Retired (no longer brewed),44976
Retired (no longer brewed),41641
Retired (no longer brewed),49476
Rotating/Seasonal,37802
Rotating/Seasonal,49698
Retired (no longer brewed),55873
Rotating/Seasonal,55266
Retired (no longer brewed),57383
Retired (no longer brewed),63932
Rotating/Seasonal,35777
Rotating/Seasonal,40209
Retired (no longer brewed),40276
Retired (no longer brewed),54945
Year-round,59565
Retired (no longer brewed),1776
Year-round,64735
Rotating/Seasonal,64737
Year-round,64734
Rotating/Seasonal,25325
Rotating/Seasonal,56802
Retired (no longer brewed),51736
Retired (no longer brewed),17241
Rotating/Seasonal,43936
Retired (no longer brewed),53852
Retired (no longer brewed),77011
Retired (no longer brewed),31437
Retired (no longer brewed),49093
Retired (no longer brewed),74573
Retired (no longer brewed),48325
Retired (no longer brewed),25160
Retired (no longer brewed),47016
Retired (no longer brewed),38671
Retired (no longer brewed),57173
Year-round,57906
Retired (no longer brewed),31436
Retired (no longer brewed),26988
Retired (no longer brewed),57169
Year-round,46395
Retired (no longer brewed),8181
Year-round,47584
Retired (no longer brewed),60443
Year-round,67999
Year-round,50708
Year-round,71727
Retired (no longer brewed),25583
Year-round,64495
Year-round,46453
Year-round,27319
Retired (no longer brewed),27306
Year-round,27320
Retired (no longer brewed),16444
Year-round,75678
Retired (no longer brewed),38710
Retired (no longer brewed),38551
Year-round,76467
Rotating/Seasonal,49049
Year-round,72081
Year-round,48966
Year-round,48948
Retired (no longer brewed),37212
Rotating/Seasonal,50610
Retired (no longer brewed),66608
Retired (no longer brewed),51930
Retired (no longer brewed),41753
Retired (no longer brewed),20039
Retired (no longer brewed),24985
Retired (no longer brewed),25070
Year-round,67384
Year-round,71546
Year-round,45703
Retired (no longer brewed),40853
Retired (no longer brewed),63798
Rotating/Seasonal,69824
Retired (no longer brewed),73784
Retired (no longer brewed),62982
Retired (no longer brewed),69821
Rotating/Seasonal,71705
Retired (no longer brewed),48037
Rotating/Seasonal,69822
Retired (no longer brewed),31908
