Status,Beer_Beerid
Retired (no longer brewed),64107
Retired (no longer brewed),72230
Rotating/Seasonal,47902
Rotating/Seasonal,65187
Retired (no longer brewed),61278
Retired (no longer brewed),61270
Retired (no longer brewed),8649
Retired (no longer brewed),17317
Retired (no longer brewed),4006
Year-round,54755
Year-round,55351
Year-round,55465
Year-round,55532
Retired (no longer brewed),36819
Rotating/Seasonal,61858
Rotating/Seasonal,42249
Retired (no longer brewed),5417
Year-round,54543
Retired (no longer brewed),23082
Retired (no longer brewed),43918
Retired (no longer brewed),71560
Retired (no longer brewed),38062
Retired (no longer brewed),29483
Retired (no longer brewed),24870
Retired (no longer brewed),21888
Retired (no longer brewed),21890
Retired (no longer brewed),52949
Retired (no longer brewed),23225
Rotating/Seasonal,53524
Retired (no longer brewed),43598
Retired (no longer brewed),18737
Retired (no longer brewed),32908
Rotating/Seasonal,53526
Retired (no longer brewed),36966
Retired (no longer brewed),38891
Retired (no longer brewed),22362
Retired (no longer brewed),40256
Rotating/Seasonal,23861
Retired (no longer brewed),23858
Retired (no longer brewed),43628
Year-round,67357
Year-round,67358
Year-round,38077
Rotating/Seasonal,64855
Retired (no longer brewed),32782
Rotating/Seasonal,52784
Retired (no longer brewed),17004
Retired (no longer brewed),29997
Rotating/Seasonal,54124
Rotating/Seasonal,61466
Retired (no longer brewed),29983
Rotating/Seasonal,61405
Retired (no longer brewed),36808
Rotating/Seasonal,70468
Retired (no longer brewed),64061
Retired (no longer brewed),10118
Retired (no longer brewed),76512
Retired (no longer brewed),34160
Retired (no longer brewed),32030
Retired (no longer brewed),16651
Retired (no longer brewed),16619
Retired (no longer brewed),62798
Rotating/Seasonal,29307
Rotating/Seasonal,25663
Retired (no longer brewed),25661
Rotating/Seasonal,38338
Rotating/Seasonal,29306
Rotating/Seasonal,29311
Rotating/Seasonal,29309
Rotating/Seasonal,58581
Retired (no longer brewed),31811
Retired (no longer brewed),60881
Retired (no longer brewed),37871
Retired (no longer brewed),5022
Retired (no longer brewed),23573
Year-round,68508
Retired (no longer brewed),23572
Retired (no longer brewed),23574
Retired (no longer brewed),74839
Retired (no longer brewed),36600
Rotating/Seasonal,66254
Retired (no longer brewed),62708
Retired (no longer brewed),30697
Retired (no longer brewed),12434
Rotating/Seasonal,48721
Retired (no longer brewed),31343
Retired (no longer brewed),30920
Retired (no longer brewed),22586
Retired (no longer brewed),27300
Retired (no longer brewed),69946
Retired (no longer brewed),13193
Retired (no longer brewed),18679
Retired (no longer brewed),68176
Rotating/Seasonal,71268
Retired (no longer brewed),17632
Retired (no longer brewed),20566
Retired (no longer brewed),28322
Retired (no longer brewed),65320
Retired (no longer brewed),74571
Retired (no longer brewed),61006
Rotating/Seasonal,33765
Retired (no longer brewed),51883
Retired (no longer brewed),61213
Retired (no longer brewed),33421
Retired (no longer brewed),51594
Retired (no longer brewed),43279
Retired (no longer brewed),56336
Retired (no longer brewed),76974
Rotating/Seasonal,47250
Year-round,47496
Rotating/Seasonal,51738
Retired (no longer brewed),34303
Retired (no longer brewed),42215
Retired (no longer brewed),43374
Year-round,13321
Year-round,61576
Year-round,53377
Year-round,48156
Year-round,52320
Retired (no longer brewed),6067
Retired (no longer brewed),6130
Retired (no longer brewed),6129
Rotating/Seasonal,56504
Retired (no longer brewed),20196
Retired (no longer brewed),48341
Retired (no longer brewed),28007
Retired (no longer brewed),28017
Year-round,69994
Retired (no longer brewed),23785
Retired (no longer brewed),32251
Year-round,70417
Retired (no longer brewed),69431
Year-round,71392
Year-round,70535
Retired (no longer brewed),74787
Retired (no longer brewed),76732
Retired (no longer brewed),72738
Retired (no longer brewed),72341
Retired (no longer brewed),51263
Retired (no longer brewed),65388
Retired (no longer brewed),72858
Retired (no longer brewed),75140
Rotating/Seasonal,47711
Rotating/Seasonal,2241
Retired (no longer brewed),15147
Rotating/Seasonal,31960
Retired (no longer brewed),2242
Retired (no longer brewed),72131
Retired (no longer brewed),15145
Retired (no longer brewed),11406
Retired (no longer brewed),72342
Retired (no longer brewed),72343
Retired (no longer brewed),49886
Retired (no longer brewed),15185
Rotating/Seasonal,2240
Retired (no longer brewed),21057
Retired (no longer brewed),62377
Retired (no longer brewed),36904
Retired (no longer brewed),39861
Retired (no longer brewed),21223
Retired (no longer brewed),72805
Retired (no longer brewed),72266
Retired (no longer brewed),71482
Retired (no longer brewed),10416
Year-round,20147
Year-round,6681
Year-round,68453
Year-round,72877
Rotating/Seasonal,44677
Rotating/Seasonal,57744
Retired (no longer brewed),69918
Year-round,44672
Rotating/Seasonal,54493
Year-round,70297
Year-round,69546
Rotating/Seasonal,69864
Retired (no longer brewed),76030
Rotating/Seasonal,73511
Retired (no longer brewed),75859
Retired (no longer brewed),19642
Rotating/Seasonal,62351
Rotating/Seasonal,76799
Year-round,60143
Rotating/Seasonal,65448
Rotating/Seasonal,65450
Rotating/Seasonal,65449
Rotating/Seasonal,62352
Rotating/Seasonal,74292
Rotating/Seasonal,76798
Year-round,60141
Year-round,74017
Retired (no longer brewed),42851
Year-round,76701
Retired (no longer brewed),26585
Retired (no longer brewed),13463
Retired (no longer brewed),29454
Year-round,1199
Retired (no longer brewed),36541
Retired (no longer brewed),27277
Retired (no longer brewed),18002
Retired (no longer brewed),9610
Retired (no longer brewed),5925
Year-round,51009
Year-round,50977
Year-round,51143
Year-round,51077
Year-round,76423
Retired (no longer brewed),42397
Retired (no longer brewed),53823
Retired (no longer brewed),44582
Year-round,39187
Retired (no longer brewed),51251
Retired (no longer brewed),39136
Year-round,53821
Retired (no longer brewed),43873
Retired (no longer brewed),51302
Retired (no longer brewed),44564
Retired (no longer brewed),63637
Retired (no longer brewed),39163
Retired (no longer brewed),54190
Retired (no longer brewed),56073
Retired (no longer brewed),44580
Retired (no longer brewed),45470
Retired (no longer brewed),45374
Rotating/Seasonal,48005
Retired (no longer brewed),39160
Rotating/Seasonal,45261
Retired (no longer brewed),54122
Retired (no longer brewed),39140
Retired (no longer brewed),31796
Rotating/Seasonal,53369
Retired (no longer brewed),16522
Retired (no longer brewed),25437
Retired (no longer brewed),25629
Rotating/Seasonal,54287
Retired (no longer brewed),29001
Retired (no longer brewed),25840
Retired (no longer brewed),28353
Retired (no longer brewed),15702
Retired (no longer brewed),28356
Year-round,52199
Retired (no longer brewed),32172
Retired (no longer brewed),28355
Retired (no longer brewed),19818
Retired (no longer brewed),28354
Retired (no longer brewed),31719
Retired (no longer brewed),41402
Rotating/Seasonal,74863
Year-round,72082
Year-round,76987
Year-round,68481
Year-round,73765
Retired (no longer brewed),51208
Retired (no longer brewed),42503
Retired (no longer brewed),31840
Retired (no longer brewed),23525
Retired (no longer brewed),8891
Retired (no longer brewed),40476
Year-round,70557
Retired (no longer brewed),32278
Year-round,31401
Retired (no longer brewed),31467
Retired (no longer brewed),31400
Retired (no longer brewed),31466
Retired (no longer brewed),10375
Retired (no longer brewed),52430
Retired (no longer brewed),44049
Retired (no longer brewed),77274
Retired (no longer brewed),52139
Retired (no longer brewed),15727
Rotating/Seasonal,77044
Rotating/Seasonal,72224
Retired (no longer brewed),40326
Year-round,44413
Year-round,74890
Year-round,64874
Retired (no longer brewed),33339
Retired (no longer brewed),28246
Retired (no longer brewed),73175
Year-round,51410
Retired (no longer brewed),76255
Retired (no longer brewed),30004
Retired (no longer brewed),55312
Retired (no longer brewed),62445
Retired (no longer brewed),22151
Retired (no longer brewed),30003
Year-round,72062
Rotating/Seasonal,44669
Retired (no longer brewed),38363
Rotating/Seasonal,43799
Rotating/Seasonal,28605
Rotating/Seasonal,28603
Year-round,51885
Year-round,74098
Retired (no longer brewed),27075
Year-round,66990
Retired (no longer brewed),2455
Retired (no longer brewed),40478
Retired (no longer brewed),25791
Retired (no longer brewed),38172
Retired (no longer brewed),38675
Rotating/Seasonal,63034
Year-round,71544
Rotating/Seasonal,43699
Retired (no longer brewed),24687
Rotating/Seasonal,41163
Retired (no longer brewed),37939
Retired (no longer brewed),22866
Retired (no longer brewed),27207
Rotating/Seasonal,43701
Year-round,71542
Retired (no longer brewed),42567
Retired (no longer brewed),32118
Year-round,65354
Retired (no longer brewed),50129
Retired (no longer brewed),25786
Retired (no longer brewed),47940
Rotating/Seasonal,62634
Rotating/Seasonal,67941
Rotating/Seasonal,65731
Year-round,73747
Year-round,67657
Year-round,75373
Retired (no longer brewed),75738
Retired (no longer brewed),57766
Retired (no longer brewed),12584
Retired (no longer brewed),12606
Retired (no longer brewed),12607
Retired (no longer brewed),12579
Retired (no longer brewed),19316
Rotating/Seasonal,76422
Rotating/Seasonal,74989
Retired (no longer brewed),41191
Retired (no longer brewed),70334
Retired (no longer brewed),70270
Retired (no longer brewed),70253
Retired (no longer brewed),71103
Retired (no longer brewed),13191
Year-round,73215
Year-round,75108
Rotating/Seasonal,75112
Rotating/Seasonal,56216
Rotating/Seasonal,63839
Retired (no longer brewed),27803
Retired (no longer brewed),42226
Retired (no longer brewed),55944
Rotating/Seasonal,56218
Year-round,46300
Rotating/Seasonal,63837
Rotating/Seasonal,56250
Rotating/Seasonal,56228
Rotating/Seasonal,63829
Retired (no longer brewed),45083
Year-round,45082
Year-round,45084
Rotating/Seasonal,45085
Rotating/Seasonal,53757
Retired (no longer brewed),22686
Year-round,71913
Rotating/Seasonal,72467
Retired (no longer brewed),38310
Year-round,45540
Year-round,45539
Retired (no longer brewed),30203
Retired (no longer brewed),17823
Retired (no longer brewed),15192
Retired (no longer brewed),25080
Retired (no longer brewed),33199
Rotating/Seasonal,62850
Retired (no longer brewed),35454
Retired (no longer brewed),17539
Retired (no longer brewed),10339
Retired (no longer brewed),21931
Retired (no longer brewed),21932
Rotating/Seasonal,46277
Rotating/Seasonal,46279
Retired (no longer brewed),21090
Rotating/Seasonal,47618
Retired (no longer brewed),48175
Retired (no longer brewed),36449
Retired (no longer brewed),15620
Retired (no longer brewed),36453
Retired (no longer brewed),22997
Retired (no longer brewed),33757
Retired (no longer brewed),36450
Retired (no longer brewed),36452
Retired (no longer brewed),17397
Year-round,31160
Year-round,42910
Year-round,57148
Year-round,70436
Year-round,39911
Retired (no longer brewed),22632
Rotating/Seasonal,67392
Rotating/Seasonal,44549
Retired (no longer brewed),17136
Retired (no longer brewed),24558
Retired (no longer brewed),16095
Retired (no longer brewed),38188
Retired (no longer brewed),25781
Retired (no longer brewed),69513
Rotating/Seasonal,69367
Retired (no longer brewed),49579
Rotating/Seasonal,50401
Retired (no longer brewed),34751
Rotating/Seasonal,60116
Retired (no longer brewed),16903
Retired (no longer brewed),71394
Retired (no longer brewed),34752
Retired (no longer brewed),62329
Retired (no longer brewed),24418
Retired (no longer brewed),36724
Retired (no longer brewed),76898
Retired (no longer brewed),30614
Retired (no longer brewed),31688
Retired (no longer brewed),8853
Retired (no longer brewed),38187
Rotating/Seasonal,74235
Rotating/Seasonal,70119
Rotating/Seasonal,46780
Retired (no longer brewed),34522
Retired (no longer brewed),52015
Rotating/Seasonal,73001
Rotating/Seasonal,51185
Retired (no longer brewed),33088
Retired (no longer brewed),50679
Retired (no longer brewed),38966
Retired (no longer brewed),24416
Retired (no longer brewed),66602
Retired (no longer brewed),39788
Retired (no longer brewed),58882
Rotating/Seasonal,62924
Rotating/Seasonal,67958
Rotating/Seasonal,71350
Retired (no longer brewed),55887
Retired (no longer brewed),41253
Retired (no longer brewed),38084
Retired (no longer brewed),38962
Rotating/Seasonal,56339
Retired (no longer brewed),55245
Retired (no longer brewed),20435
Retired (no longer brewed),32390
Retired (no longer brewed),44376
Retired (no longer brewed),68437
Retired (no longer brewed),73688
Retired (no longer brewed),42638
Retired (no longer brewed),49406
Rotating/Seasonal,64647
Retired (no longer brewed),37252
Retired (no longer brewed),15893
Retired (no longer brewed),59321
Retired (no longer brewed),66432
Retired (no longer brewed),46996
Retired (no longer brewed),39130
Retired (no longer brewed),35312
Retired (no longer brewed),37375
Retired (no longer brewed),58809
Retired (no longer brewed),33754
Rotating/Seasonal,66612
Retired (no longer brewed),14313
Rotating/Seasonal,60280
Retired (no longer brewed),25702
Retired (no longer brewed),20951
Retired (no longer brewed),5380
Rotating/Seasonal,50400
Rotating/Seasonal,65968
Retired (no longer brewed),35635
Retired (no longer brewed),61246
Retired (no longer brewed),59322
Retired (no longer brewed),28799
Retired (no longer brewed),27334
Retired (no longer brewed),43763
Rotating/Seasonal,52179
Retired (no longer brewed),20577
Retired (no longer brewed),41438
Rotating/Seasonal,71554
Retired (no longer brewed),26627
Retired (no longer brewed),16663
Retired (no longer brewed),51850
Retired (no longer brewed),27338
Retired (no longer brewed),31753
Retired (no longer brewed),59320
Retired (no longer brewed),37254
Rotating/Seasonal,63289
Retired (no longer brewed),21606
Retired (no longer brewed),44408
Rotating/Seasonal,55980
Rotating/Seasonal,45681
Retired (no longer brewed),32250
Retired (no longer brewed),35376
Retired (no longer brewed),39109
Retired (no longer brewed),43611
Retired (no longer brewed),28485
Retired (no longer brewed),24975
Retired (no longer brewed),73687
Retired (no longer brewed),40804
Retired (no longer brewed),67333
Retired (no longer brewed),76509
Retired (no longer brewed),15233
Retired (no longer brewed),37219
Retired (no longer brewed),44278
Rotating/Seasonal,64807
Rotating/Seasonal,47847
Retired (no longer brewed),40977
Rotating/Seasonal,50793
Retired (no longer brewed),20975
Rotating/Seasonal,50568
Retired (no longer brewed),19958
Rotating/Seasonal,40012
Retired (no longer brewed),20687
Year-round,55930
Rotating/Seasonal,46995
Rotating/Seasonal,70332
Rotating/Seasonal,45684
Retired (no longer brewed),34950
Retired (no longer brewed),37204
Rotating/Seasonal,59828
Retired (no longer brewed),20662
Retired (no longer brewed),39682
Rotating/Seasonal,64996
Retired (no longer brewed),24554
Retired (no longer brewed),63288
Retired (no longer brewed),40643
Retired (no longer brewed),44419
Retired (no longer brewed),28490
Retired (no longer brewed),29282
Retired (no longer brewed),31687
Rotating/Seasonal,47324
Rotating/Seasonal,61694
Rotating/Seasonal,48101
Retired (no longer brewed),28589
Rotating/Seasonal,56242
Retired (no longer brewed),30169
Rotating/Seasonal,57085
Rotating/Seasonal,50593
Retired (no longer brewed),71801
Retired (no longer brewed),63108
Retired (no longer brewed),65186
Retired (no longer brewed),22835
Retired (no longer brewed),24784
Retired (no longer brewed),19210
Rotating/Seasonal,54757
Rotating/Seasonal,40063
Rotating/Seasonal,65001
Retired (no longer brewed),39629
Retired (no longer brewed),42954
Retired (no longer brewed),37979
Retired (no longer brewed),45683
Retired (no longer brewed),12797
Retired (no longer brewed),30018
Retired (no longer brewed),14040
Retired (no longer brewed),8852
Retired (no longer brewed),35364
Retired (no longer brewed),38987
Retired (no longer brewed),39953
Rotating/Seasonal,54705
Rotating/Seasonal,66613
Rotating/Seasonal,60131
Retired (no longer brewed),39641
Retired (no longer brewed),16662
Retired (no longer brewed),33404
Retired (no longer brewed),36283
Retired (no longer brewed),28174
Retired (no longer brewed),21149
Retired (no longer brewed),30287
Rotating/Seasonal,56596
Rotating/Seasonal,57098
Rotating/Seasonal,55675
Rotating/Seasonal,53810
Retired (no longer brewed),21478
Retired (no longer brewed),42056
Retired (no longer brewed),28477
Retired (no longer brewed),20977
Retired (no longer brewed),21307
Rotating/Seasonal,65046
Rotating/Seasonal,55599
Retired (no longer brewed),14048
Rotating/Seasonal,60541
Retired (no longer brewed),39952
Retired (no longer brewed),41760
Rotating/Seasonal,52060
Retired (no longer brewed),66629
Retired (no longer brewed),42861
Rotating/Seasonal,56991
Rotating/Seasonal,62203
Retired (no longer brewed),35896
Retired (no longer brewed),34173
Retired (no longer brewed),72864
Retired (no longer brewed),67436
Retired (no longer brewed),16096
Rotating/Seasonal,47844
Retired (no longer brewed),38232
Retired (no longer brewed),28478
Retired (no longer brewed),52868
Rotating/Seasonal,36284
Rotating/Seasonal,45636
Rotating/Seasonal,63286
Retired (no longer brewed),37984
Rotating/Seasonal,54027
Retired (no longer brewed),40679
Retired (no longer brewed),64104
Rotating/Seasonal,62053
Retired (no longer brewed),40669
Retired (no longer brewed),36543
Retired (no longer brewed),61321
Retired (no longer brewed),24081
Rotating/Seasonal,60480
Rotating/Seasonal,54702
Rotating/Seasonal,46814
Year-round,49577
Retired (no longer brewed),22326
Retired (no longer brewed),44943
Rotating/Seasonal,55337
Retired (no longer brewed),41758
Rotating/Seasonal,60711
Retired (no longer brewed),14994
Rotating/Seasonal,70891
Retired (no longer brewed),63287
Retired (no longer brewed),65106
Rotating/Seasonal,66611
Retired (no longer brewed),20808
Retired (no longer brewed),39511
Retired (no longer brewed),56714
Rotating/Seasonal,47912
Rotating/Seasonal,51865
Rotating/Seasonal,50549
Retired (no longer brewed),33493
Retired (no longer brewed),40143
Retired (no longer brewed),46939
Retired (no longer brewed),28798
Retired (no longer brewed),27259
Retired (no longer brewed),16954
Retired (no longer brewed),39866
Rotating/Seasonal,49744
Retired (no longer brewed),76519
Retired (no longer brewed),12747
Retired (no longer brewed),31949
Retired (no longer brewed),39803
Retired (no longer brewed),33915
Rotating/Seasonal,69922
Retired (no longer brewed),67334
Retired (no longer brewed),22392
Rotating/Seasonal,59889
Retired (no longer brewed),17600
Retired (no longer brewed),75956
Rotating/Seasonal,67000
Retired (no longer brewed),33148
Retired (no longer brewed),63073
Retired (no longer brewed),28520
Rotating/Seasonal,67548
Retired (no longer brewed),9466
Retired (no longer brewed),16131
Retired (no longer brewed),36296
Rotating/Seasonal,61992
Retired (no longer brewed),10837
Retired (no longer brewed),36651
Retired (no longer brewed),66448
Retired (no longer brewed),58808
Year-round,59979
Retired (no longer brewed),24561
Retired (no longer brewed),45034
Retired (no longer brewed),7027
Retired (no longer brewed),25026
Retired (no longer brewed),36845
Retired (no longer brewed),7224
Retired (no longer brewed),38782
Year-round,19769
Rotating/Seasonal,18834
Year-round,19928
Retired (no longer brewed),67993
Retired (no longer brewed),27515
Retired (no longer brewed),4453
Retired (no longer brewed),12348
Rotating/Seasonal,71453
Retired (no longer brewed),74784
Retired (no longer brewed),6333
Year-round,32755
Year-round,68540
Rotating/Seasonal,33462
Year-round,38105
Year-round,46059
Year-round,15937
Retired (no longer brewed),11680
Retired (no longer brewed),24625
Retired (no longer brewed),25018
Retired (no longer brewed),25127
Retired (no longer brewed),38832
Retired (no longer brewed),25143
Retired (no longer brewed),41190
Retired (no longer brewed),24626
Retired (no longer brewed),30841
Retired (no longer brewed),24627
Retired (no longer brewed),41177
Retired (no longer brewed),25218
Retired (no longer brewed),32330
Year-round,61402
Retired (no longer brewed),25724
Retired (no longer brewed),33882
Year-round,61493
Year-round,59859
Retired (no longer brewed),71057
Rotating/Seasonal,59617
Rotating/Seasonal,59621
Rotating/Seasonal,61981
Retired (no longer brewed),70820
Retired (no longer brewed),62094
Year-round,61996
Year-round,45515
Retired (no longer brewed),7073
Year-round,68246
Year-round,61738
Retired (no longer brewed),13266
Retired (no longer brewed),13245
Retired (no longer brewed),58672
Year-round,47221
Retired (no longer brewed),29938
Rotating/Seasonal,59716
Retired (no longer brewed),34527
Retired (no longer brewed),34531
Retired (no longer brewed),34526
Retired (no longer brewed),34530
Retired (no longer brewed),40272
Retired (no longer brewed),39099
Year-round,70715
Retired (no longer brewed),59967
Retired (no longer brewed),65590
Rotating/Seasonal,77306
Rotating/Seasonal,72140
Retired (no longer brewed),17871
Retired (no longer brewed),30416
Retired (no longer brewed),16921
Retired (no longer brewed),25090
Retired (no longer brewed),16919
Retired (no longer brewed),16923
Retired (no longer brewed),17870
Retired (no longer brewed),16920
Retired (no longer brewed),19628
Retired (no longer brewed),19627
Retired (no longer brewed),25384
Retired (no longer brewed),18734
Retired (no longer brewed),17872
Retired (no longer brewed),33469
Retired (no longer brewed),30216
Rotating/Seasonal,69726
Rotating/Seasonal,69723
Rotating/Seasonal,69728
Year-round,71029
Retired (no longer brewed),40406
Retired (no longer brewed),40195
Retired (no longer brewed),39718
Year-round,57833
Retired (no longer brewed),31734
Rotating/Seasonal,62483
Retired (no longer brewed),15509
Year-round,48808
Retired (no longer brewed),67700
Year-round,49977
Year-round,67122
Rotating/Seasonal,14065
Retired (no longer brewed),13647
Retired (no longer brewed),13646
Retired (no longer brewed),49392
Retired (no longer brewed),58701
Retired (no longer brewed),10135
Retired (no longer brewed),10132
Retired (no longer brewed),10136
Retired (no longer brewed),10134
Retired (no longer brewed),10133
Retired (no longer brewed),10184
Year-round,53931
Year-round,53929
Year-round,53432
Year-round,53430
Retired (no longer brewed),31980
Year-round,72580
Year-round,67682
Rotating/Seasonal,72585
Rotating/Seasonal,67683
Rotating/Seasonal,73296
Year-round,27683
Year-round,49598
Year-round,49535
Rotating/Seasonal,72780
Rotating/Seasonal,77154
Retired (no longer brewed),76870
Rotating/Seasonal,76349
Retired (no longer brewed),76869
Retired (no longer brewed),76868
Retired (no longer brewed),51791
Retired (no longer brewed),10860
Retired (no longer brewed),15929
Retired (no longer brewed),15153
Rotating/Seasonal,57720
Rotating/Seasonal,44970
Rotating/Seasonal,59515
Rotating/Seasonal,47555
Rotating/Seasonal,70652
Retired (no longer brewed),72344
Rotating/Seasonal,70650
Retired (no longer brewed),64388
Retired (no longer brewed),43578
Rotating/Seasonal,44972
Retired (no longer brewed),71170
Retired (no longer brewed),58614
Retired (no longer brewed),42429
Year-round,42430
Retired (no longer brewed),42428
Retired (no longer brewed),42432
